Filename,Location Path,Directory,Size (MB),Depth,Scatter Score,Recommended Location
Style.css,html-assets/assets/SBHTML/SB EW72/Style.css,html-assets/assets/SBHTML/SB EW72,0.00,4,400,html-assets/assets/SBHTML/SBHTMLSmr100
Style.css,html-assets/assets/SBHTML/SB EW88/Style.css,html-assets/assets/SBHTML/SB EW88,0.00,4,400,html-assets/assets/SBHTML/SBHTMLSmr100
Style.css,html-assets/assets/SBHTML/D0P3 SB4/Style.css,html-assets/assets/SBHTML/D0P3 SB4,0.00,4,400,html-assets/assets/SBHTML/SBHTMLSmr100
Style.css,html-assets/assets/SBHTML/SB EW21/Style.css,html-assets/assets/SBHTML/SB EW21,0.00,4,400,html-assets/assets/SBHTML/SBHTMLSmr100
Style.css,html-assets/assets/SBHTML/D0P3 SB2/Style.css,html-assets/assets/SBHTML/D0P3 SB2,0.00,4,400,html-assets/assets/SBHTML/SBHTMLSmr100
content.md,retention-suite-complete/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_05_typography_with_ai/content.md,retention-suite-complete/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_05_typography_with_ai,0.00,6,324,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_06_advanced_automation_strategies
content.md,retention-suite-complete/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_02_ai-powered_logo_design/content.md,retention-suite-complete/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_02_ai-powered_logo_design,0.00,6,324,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_06_advanced_automation_strategies
content.md,retention-suite-complete/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_06_portfolio_enhancement/content.md,retention-suite-complete/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_06_portfolio_enhancement,0.00,6,324,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_06_advanced_automation_strategies
content.md,retention-suite-complete/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_01_ai_design_tools_overview/content.md,retention-suite-complete/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_01_ai_design_tools_overview,0.00,6,324,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_06_advanced_automation_strategies
content.md,retention-suite-complete/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_03_automated_layout_generation/content.md,retention-suite-complete/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_03_automated_layout_generation,0.00,6,324,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_06_advanced_automation_strategies
content.md,retention-suite-complete/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_04_color_palette_ai_tools/content.md,retention-suite-complete/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_04_color_palette_ai_tools,0.00,6,324,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_06_advanced_automation_strategies
content.md,retention-suite-complete/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_04_video_content_with_ai/content.md,retention-suite-complete/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_04_video_content_with_ai,0.00,6,324,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_06_advanced_automation_strategies
content.md,retention-suite-complete/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_01_introduction_to_ai_content_creation/content.md,retention-suite-complete/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_01_introduction_to_ai_content_creation,0.00,6,324,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_06_advanced_automation_strategies
content.md,retention-suite-complete/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_03_ai_image_generation_techniques/content.md,retention-suite-complete/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_03_ai_image_generation_techniques,0.00,6,324,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_06_advanced_automation_strategies
content.md,retention-suite-complete/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_05_content_strategy_&_planning/content.md,retention-suite-complete/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_05_content_strategy_&_planning,0.00,6,324,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_06_advanced_automation_strategies
content.md,retention-suite-complete/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_02_mastering_ai_writing_tools/content.md,retention-suite-complete/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_02_mastering_ai_writing_tools,0.00,6,324,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_06_advanced_automation_strategies
content.md,retention-suite-complete/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_06_monetizing_ai_content/content.md,retention-suite-complete/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_06_monetizing_ai_content,0.00,6,324,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_06_advanced_automation_strategies
content.md,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_02_email_marketing_automation/content.md,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_02_email_marketing_automation,0.00,6,324,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_06_advanced_automation_strategies
content.md,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_01_marketing_automation_fundamentals/content.md,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_01_marketing_automation_fundamentals,0.00,6,324,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_06_advanced_automation_strategies
content.md,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_05_analytics_&_optimization/content.md,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_05_analytics_&_optimization,0.00,6,324,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_06_advanced_automation_strategies
content.md,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_03_social_media_automation/content.md,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_03_social_media_automation,0.00,6,324,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_06_advanced_automation_strategies
content.md,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_04_lead_generation_&_nurturing/content.md,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_04_lead_generation_&_nurturing,0.00,6,324,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_06_advanced_automation_strategies
content.md,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_06_advanced_automation_strategies/content.md,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_06_advanced_automation_strategies,0.00,6,324,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_06_advanced_automation_strategies
module.json,retention-suite-complete/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_05_typography_with_ai/module.json,retention-suite-complete/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_05_typography_with_ai,0.00,6,324,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_06_advanced_automation_strategies
module.json,retention-suite-complete/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_02_ai-powered_logo_design/module.json,retention-suite-complete/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_02_ai-powered_logo_design,0.00,6,324,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_06_advanced_automation_strategies
module.json,retention-suite-complete/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_06_portfolio_enhancement/module.json,retention-suite-complete/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_06_portfolio_enhancement,0.00,6,324,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_06_advanced_automation_strategies
module.json,retention-suite-complete/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_01_ai_design_tools_overview/module.json,retention-suite-complete/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_01_ai_design_tools_overview,0.00,6,324,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_06_advanced_automation_strategies
module.json,retention-suite-complete/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_03_automated_layout_generation/module.json,retention-suite-complete/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_03_automated_layout_generation,0.00,6,324,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_06_advanced_automation_strategies
module.json,retention-suite-complete/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_04_color_palette_ai_tools/module.json,retention-suite-complete/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_04_color_palette_ai_tools,0.00,6,324,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_06_advanced_automation_strategies
module.json,retention-suite-complete/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_04_video_content_with_ai/module.json,retention-suite-complete/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_04_video_content_with_ai,0.00,6,324,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_06_advanced_automation_strategies
module.json,retention-suite-complete/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_01_introduction_to_ai_content_creation/module.json,retention-suite-complete/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_01_introduction_to_ai_content_creation,0.00,6,324,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_06_advanced_automation_strategies
module.json,retention-suite-complete/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_03_ai_image_generation_techniques/module.json,retention-suite-complete/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_03_ai_image_generation_techniques,0.00,6,324,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_06_advanced_automation_strategies
module.json,retention-suite-complete/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_05_content_strategy_&_planning/module.json,retention-suite-complete/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_05_content_strategy_&_planning,0.00,6,324,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_06_advanced_automation_strategies
module.json,retention-suite-complete/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_02_mastering_ai_writing_tools/module.json,retention-suite-complete/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_02_mastering_ai_writing_tools,0.00,6,324,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_06_advanced_automation_strategies
module.json,retention-suite-complete/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_06_monetizing_ai_content/module.json,retention-suite-complete/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_06_monetizing_ai_content,0.00,6,324,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_06_advanced_automation_strategies
module.json,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_02_email_marketing_automation/module.json,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_02_email_marketing_automation,0.00,6,324,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_06_advanced_automation_strategies
module.json,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_01_marketing_automation_fundamentals/module.json,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_01_marketing_automation_fundamentals,0.00,6,324,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_06_advanced_automation_strategies
module.json,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_05_analytics_&_optimization/module.json,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_05_analytics_&_optimization,0.00,6,324,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_06_advanced_automation_strategies
module.json,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_03_social_media_automation/module.json,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_03_social_media_automation,0.00,6,324,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_06_advanced_automation_strategies
module.json,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_04_lead_generation_&_nurturing/module.json,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_04_lead_generation_&_nurturing,0.00,6,324,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_06_advanced_automation_strategies
module.json,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_06_advanced_automation_strategies/module.json,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_06_advanced_automation_strategies,0.00,6,324,retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_06_advanced_automation_strategies
requirements.txt,tools/requirements.txt,tools,0.00,1,289,quantumforge-complete
requirements.txt,tools/docs/reports/requirements.txt,tools/docs/reports,0.00,3,289,quantumforge-complete
requirements.txt,tools/utilities/system/cleanup/requirements.txt,tools/utilities/system/cleanup,0.00,4,289,quantumforge-complete
requirements.txt,tools/utilities/system/cleanup/clean-csv/requirements.txt,tools/utilities/system/cleanup/clean-csv,0.00,5,289,quantumforge-complete
requirements.txt,tools/utilities/system/cleanup/og/requirements.txt,tools/utilities/system/cleanup/og,0.00,5,289,quantumforge-complete
requirements.txt,tools/utilities/batch/batch/requirements.txt,tools/utilities/batch/batch,0.00,4,289,quantumforge-complete
requirements.txt,tools/utilities/organizers/clean_organizer/requirements.txt,tools/utilities/organizers/clean_organizer,0.00,4,289,quantumforge-complete
requirements.txt,tools/utilities/organizers/sorting/sorting/requirements.txt,tools/utilities/organizers/sorting/sorting,0.00,5,289,quantumforge-complete
requirements.txt,tools/utilities/duplicates/fdupes/requirements.txt,tools/utilities/duplicates/fdupes,0.00,4,289,quantumforge-complete
requirements.txt,archive/system/advanced-systems/unified_intelligence/requirements.txt,archive/system/advanced-systems/unified_intelligence,0.00,4,289,quantumforge-complete
requirements.txt,archive/system/advanced-systems/requirements.txt,archive/system/advanced-systems,0.00,3,289,quantumforge-complete
requirements.txt,archive/system/advanced-systems/deep-research-tool/requirements.txt,archive/system/advanced-systems/deep-research-tool,0.00,4,289,quantumforge-complete
requirements.txt,archive/LIVE-DEPLOYMENT/requirements.txt,archive/LIVE-DEPLOYMENT,0.00,2,289,quantumforge-complete
requirements.txt,archive/LIVE-DEPLOYMENT/heavenlyhands/requirements.txt,archive/LIVE-DEPLOYMENT/heavenlyhands,0.00,3,289,quantumforge-complete
requirements.txt,archive/backups/2026-01-11/heavenlyHands-copy-backup-20260101/intelligent-organization-system/requirements.txt,archive/backups/2026-01-11/heavenlyHands-copy-backup-20260101/intelligent-organization-system,0.00,5,289,quantumforge-complete
requirements.txt,ai-voice-agents/requirements.txt,ai-voice-agents,0.00,1,289,quantumforge-complete
requirements.txt,quantumforge-complete/requirements.txt,quantumforge-complete,0.00,1,289,quantumforge-complete
Config.js,html-assets/assets/SBHTML/Smr2/Config.js,html-assets/assets/SBHTML/Smr2,0.00,4,225,html-assets/assets/SBHTML/Mattahan EarthNight - Girl & World
Config.js,html-assets/assets/SBHTML/EW.WdgtPack.4_SB1/Config.js,html-assets/assets/SBHTML/EW.WdgtPack.4_SB1,0.00,4,225,html-assets/assets/SBHTML/Mattahan EarthNight - Girl & World
Config.js,html-assets/assets/SBHTML/D0P3 SB10/Config.js,html-assets/assets/SBHTML/D0P3 SB10,0.00,4,225,html-assets/assets/SBHTML/Mattahan EarthNight - Girl & World
Config.js,html-assets/assets/SBHTML/D0P3 SB21/Config.js,html-assets/assets/SBHTML/D0P3 SB21,0.00,4,225,html-assets/assets/SBHTML/Mattahan EarthNight - Girl & World
Config.js,html-assets/assets/SBHTML/D0P3 SB19/Config.js,html-assets/assets/SBHTML/D0P3 SB19,0.00,4,225,html-assets/assets/SBHTML/Mattahan EarthNight - Girl & World
Config.js,html-assets/assets/SBHTML/Mattahan EarthNight - Girl & World/Config.js,html-assets/assets/SBHTML/Mattahan EarthNight - Girl & World,0.00,4,225,html-assets/assets/SBHTML/Mattahan EarthNight - Girl & World
Config.js,html-assets/assets/SBHTML/D0P3 SB20/Config.js,html-assets/assets/SBHTML/D0P3 SB20,0.00,4,225,html-assets/assets/SBHTML/Mattahan EarthNight - Girl & World
Config.js,html-assets/assets/SBHTML/D0P3 SB11/Config.js,html-assets/assets/SBHTML/D0P3 SB11,0.00,4,225,html-assets/assets/SBHTML/Mattahan EarthNight - Girl & World
Config.js,html-assets/assets/SBHTML/SB EW9/Config.js,html-assets/assets/SBHTML/SB EW9,0.00,4,225,html-assets/assets/SBHTML/Mattahan EarthNight - Girl & World
Config.js,html-assets/assets/SBHTML/Dragon Skellie/Config.js,html-assets/assets/SBHTML/Dragon Skellie,0.00,4,225,html-assets/assets/SBHTML/Mattahan EarthNight - Girl & World
Config.js,html-assets/assets/SBHTML/SBHTMLSmr100/Config.js,html-assets/assets/SBHTML/SBHTMLSmr100,0.00,4,225,html-assets/assets/SBHTML/Mattahan EarthNight - Girl & World
Config.js,html-assets/assets/SBHTML/D0P3 SB8 (Twix)/Config.js,html-assets/assets/SBHTML/D0P3 SB8 (Twix),0.00,4,225,html-assets/assets/SBHTML/Mattahan EarthNight - Girl & World
Config.js,html-assets/assets/SBHTML/SB EW72/Config.js,html-assets/assets/SBHTML/SB EW72,0.00,4,225,html-assets/assets/SBHTML/Mattahan EarthNight - Girl & World
Config.js,html-assets/assets/SBHTML/SB EW88/Config.js,html-assets/assets/SBHTML/SB EW88,0.00,4,225,html-assets/assets/SBHTML/Mattahan EarthNight - Girl & World
Config.js,html-assets/assets/SBHTML/D0P3 SB4/Config.js,html-assets/assets/SBHTML/D0P3 SB4,0.00,4,225,html-assets/assets/SBHTML/Mattahan EarthNight - Girl & World
main.js,html-assets/assets/SBHTML/D0P3 SB7 (ChrisJ4ck)/Scripts/main.js,html-assets/assets/SBHTML/D0P3 SB7 (ChrisJ4ck)/Scripts,0.00,5,196,html-assets/assets/seamless-pattern-app
main.js,html-assets/assets/SBHTML/EW.WdgtPack.4_SB1/Scripts/main.js,html-assets/assets/SBHTML/EW.WdgtPack.4_SB1/Scripts,0.00,5,196,html-assets/assets/seamless-pattern-app
main.js,html-assets/assets/SBHTML/D0P3 SB10/Scripts/main.js,html-assets/assets/SBHTML/D0P3 SB10/Scripts,0.00,5,196,html-assets/assets/seamless-pattern-app
main.js,html-assets/assets/SBHTML/D0P3 SB21/Scripts/main.js,html-assets/assets/SBHTML/D0P3 SB21/Scripts,0.00,5,196,html-assets/assets/seamless-pattern-app
main.js,html-assets/assets/SBHTML/D0P3 SB19/Scripts/main.js,html-assets/assets/SBHTML/D0P3 SB19/Scripts,0.00,5,196,html-assets/assets/seamless-pattern-app
main.js,html-assets/assets/SBHTML/D0P3 SB11/Scripts/main.js,html-assets/assets/SBHTML/D0P3 SB11/Scripts,0.00,5,196,html-assets/assets/seamless-pattern-app
main.js,html-assets/assets/SBHTML/SB EW9/Scripts/main.js,html-assets/assets/SBHTML/SB EW9/Scripts,0.00,5,196,html-assets/assets/seamless-pattern-app
main.js,html-assets/assets/SBHTML/SB EW72/Scripts/main.js,html-assets/assets/SBHTML/SB EW72/Scripts,0.00,5,196,html-assets/assets/seamless-pattern-app
main.js,html-assets/assets/SBHTML/SB EW88/Scripts/main.js,html-assets/assets/SBHTML/SB EW88/Scripts,0.00,5,196,html-assets/assets/seamless-pattern-app
main.js,html-assets/assets/SBHTML/D0P3 SB4/Scripts/main.js,html-assets/assets/SBHTML/D0P3 SB4/Scripts,0.00,5,196,html-assets/assets/seamless-pattern-app
main.js,html-assets/assets/SBHTML/SB EW21/Scripts/main.js,html-assets/assets/SBHTML/SB EW21/Scripts,0.00,5,196,html-assets/assets/seamless-pattern-app
main.js,html-assets/assets/SBHTML/D0P3 SB2/Scripts/main.js,html-assets/assets/SBHTML/D0P3 SB2/Scripts,0.00,5,196,html-assets/assets/seamless-pattern-app
main.js,html-assets/assets/seamless-pattern-app/main.js,html-assets/assets/seamless-pattern-app,0.00,3,196,html-assets/assets/seamless-pattern-app
main.js,archive/system/advanced-systems/SCRIPTS/chatgpt-tools/main.js,archive/system/advanced-systems/SCRIPTS/chatgpt-tools,0.00,5,196,html-assets/assets/seamless-pattern-app
CLAUDE.md,SEO_CONTENT_STRATEGY/CLAUDE.md,SEO_CONTENT_STRATEGY,0.01,1,25,.
CLAUDE.md,retention-suite-complete/CLAUDE.md,retention-suite-complete,0.00,1,25,.
CLAUDE.md,cleanconnect-complete/CLAUDE.md,cleanconnect-complete,0.00,1,25,.
CLAUDE.md,passive-income-empire/CLAUDE.md,passive-income-empire,0.00,1,25,.
CLAUDE.md,CLAUDE.md,.,0.01,0,25,.
package.json,html-assets/assets/seamless-pattern-app/package.json,html-assets/assets/seamless-pattern-app,0.00,3,25,cleanconnect-complete
package.json,marketplace/products/hookmark-pro/backend/package.json,marketplace/products/hookmark-pro/backend,0.00,4,25,cleanconnect-complete
package.json,marketplace/products/hookmark-pro/package.json,marketplace/products/hookmark-pro,0.00,3,25,cleanconnect-complete
package.json,cleanconnect-complete/frontend/package.json,cleanconnect-complete/frontend,0.00,2,25,cleanconnect-complete
package.json,cleanconnect-complete/package.json,cleanconnect-complete,0.00,1,25,cleanconnect-complete
INDEX.md,archive/system/ECOSYSTEM/INDEX.md,archive/system/ECOSYSTEM,0.01,3,25,.
INDEX.md,archive/system/advanced-systems/DOCUMENTATION/INDEX.md,archive/system/advanced-systems/DOCUMENTATION,0.01,4,25,.
INDEX.md,archive/system/advanced-systems/MARKDOWN-ARCHIVE/api-guides/INDEX.md,archive/system/advanced-systems/MARKDOWN-ARCHIVE/api-guides,0.01,5,25,.
INDEX.md,INDEX.md,.,0.00,0,25,.
INDEX.md,advanced_toolkit/INDEX.md,advanced_toolkit,0.01,1,25,.
sitemap.xml,archive/backups/2026-01-11/heavenlyHands-copy-backup-20260101/heavenly-hands-cleaning-site/sitemap.xml,archive/backups/2026-01-11/heavenlyHands-copy-backup-20260101/heavenly-hands-cleaning-site,0.00,5,25,HeavenlyHandfs
sitemap.xml,HeavenlyHandfs/sitemap.xml,HeavenlyHandfs,0.00,1,25,HeavenlyHandfs
sitemap.xml,heavenlyhands-complete/website/sitemap.xml,heavenlyhands-complete/website,0.00,2,25,HeavenlyHandfs
sitemap.xml,Dr_Adu_GainesvillePFS_SEO_Project/DrAdu-SEO-OPTIMIZED/public/sitemap.xml,Dr_Adu_GainesvillePFS_SEO_Project/DrAdu-SEO-OPTIMIZED/public,0.00,3,25,HeavenlyHandfs
sitemap.xml,Dr_Adu_GainesvillePFS_SEO_Project/07_Archive_Backup/15_Website_Hosting/sitemap.xml,Dr_Adu_GainesvillePFS_SEO_Project/07_Archive_Backup/15_Website_Hosting,0.00,3,25,HeavenlyHandfs
robots.txt,archive/backups/2026-01-11/heavenlyHands-copy-backup-20260101/heavenly-hands-cleaning-site/robots.txt,archive/backups/2026-01-11/heavenlyHands-copy-backup-20260101/heavenly-hands-cleaning-site,0.00,5,25,HeavenlyHandfs
robots.txt,HeavenlyHandfs/robots.txt,HeavenlyHandfs,0.00,1,25,HeavenlyHandfs
robots.txt,heavenlyhands-complete/website/robots.txt,heavenlyhands-complete/website,0.00,2,25,HeavenlyHandfs
robots.txt,Dr_Adu_GainesvillePFS_SEO_Project/DrAdu-SEO-OPTIMIZED/public/robots.txt,Dr_Adu_GainesvillePFS_SEO_Project/DrAdu-SEO-OPTIMIZED/public,0.00,3,25,HeavenlyHandfs
robots.txt,Dr_Adu_GainesvillePFS_SEO_Project/07_Archive_Backup/15_Website_Hosting/robots.txt,Dr_Adu_GainesvillePFS_SEO_Project/07_Archive_Backup/15_Website_Hosting,0.00,3,25,HeavenlyHandfs
image_data.txt,tools/docs/reports/image_data.txt,tools/docs/reports,0.00,3,16,configs
image_data.txt,tools/utilities/system/cleanup/image_data.txt,tools/utilities/system/cleanup,0.00,4,16,configs
image_data.txt,tools/utilities/duplicates/fdupes/clean/image_data.txt,tools/utilities/duplicates/fdupes/clean,0.00,5,16,configs
image_data.txt,configs/image_data.txt,configs,0.00,1,16,configs
__init__.py,tools/devtools/development_utilities/__init__.py,tools/devtools/development_utilities,0.00,3,16,seo-domination-engine
__init__.py,tools/automation/api_integrations/__init__.py,tools/automation/api_integrations,0.00,3,16,seo-domination-engine
__init__.py,tools/data/file_organization/__init__.py,tools/data/file_organization,0.01,3,16,seo-domination-engine
__init__.py,seo-domination-engine/__init__.py,seo-domination-engine,0.00,1,16,seo-domination-engine
script.js,html-assets/assets/responsive-slideshow-carousel-with-only-html5-css3/script.js,html-assets/assets/responsive-slideshow-carousel-with-only-html5-css3,0.00,3,16,HeavenlyHandfs
script.js,archive/LIVE-DEPLOYMENT/script.js,archive/LIVE-DEPLOYMENT,0.02,2,16,HeavenlyHandfs
script.js,archive/reference-files/business-setup/business_setup/03_business_website/script.js,archive/reference-files/business-setup/business_setup/03_business_website,0.01,5,16,HeavenlyHandfs
script.js,HeavenlyHandfs/script.js,HeavenlyHandfs,0.01,1,16,HeavenlyHandfs
QUICK_START.md,archive/system/advanced-systems/unified_intelligence/docs/QUICK_START.md,archive/system/advanced-systems/unified_intelligence/docs,0.01,5,16,SEO Content Optimization Suite
QUICK_START.md,archive/system/advanced-systems/MARKDOWN-ARCHIVE/cleanup-reports/QUICK_START.md,archive/system/advanced-systems/MARKDOWN-ARCHIVE/cleanup-reports,0.00,5,16,SEO Content Optimization Suite
QUICK_START.md,archive/system/advanced-systems/ultra-deep-intelligence/QUICK_START.md,archive/system/advanced-systems/ultra-deep-intelligence,0.01,4,16,SEO Content Optimization Suite
QUICK_START.md,SEO Content Optimization Suite/QUICK_START.md,SEO Content Optimization Suite,0.00,1,16,SEO Content Optimization Suite
dashboard.html,archive/system/advanced-systems/deep-research-tool/test_output/dashboard.html,archive/system/advanced-systems/deep-research-tool/test_output,0.02,5,16,retention-suite-complete/saas-applications/creative_ai_studio_pro/templates
dashboard.html,archive/system/advanced-systems/deep-research-tool/markdown_analysis/dashboard.html,archive/system/advanced-systems/deep-research-tool/markdown_analysis,0.02,5,16,retention-suite-complete/saas-applications/creative_ai_studio_pro/templates
dashboard.html,archive/system/advanced-systems/deep-research-tool/html_analysis/dashboard.html,archive/system/advanced-systems/deep-research-tool/html_analysis,0.02,5,16,retention-suite-complete/saas-applications/creative_ai_studio_pro/templates
