File Path,Category,Priority,Confidence,Complexity,Maturity,Description,Destinations
/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe_oG_Remix_grity308.mp3308_analysis.txt,AI/ML,23.76,34.38%,unknown,unknown,Medium file | Text content | AI/ML related | Part of 'YouTube Content' project,~/Documents/CsV/AI-ML/YouTube-Content/Production | ~/Documents/CsV/AI-ML/YouTube-Content/Experimental
/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe_oG_Remix252.mp3252_analysis.txt,AI/ML,23.76,34.38%,unknown,unknown,Medium file | Text content | AI/ML related | Part of 'YouTube Content' project,~/Documents/CsV/AI-ML/YouTube-Content/Production | ~/Documents/CsV/AI-ML/YouTube-Content/Experimental
/Users/steven/Music/analysis/LoVe_is_RuBBisH_and_RuBBiSh_is_LoVe247_analysis.txt,AI/ML,23.66,34.13%,unknown,unknown,Medium file | Markdown content | AI/ML related | Part of 'Portfolio Projects' project,~/Documents/CsV/AI-ML/Portfolio/Production | ~/Documents/CsV/AI-ML/Portfolio/Experimental
/Users/steven/Music/analysis/witched Road (Remix)234_analysis.txt,Media Content,23.64,34.08%,unknown,unknown,Medium file | Markdown content | Media Content related | Part of 'YouTube Content' project,~/Documents/CsV/Media/YouTube-Content/Production | ~/Documents/CsV/Media/YouTube-Content/Experimental
/Users/steven/Music/analysis/Love_is_rubbish_Let's_Get_Trashy_(Remastered)-350_analysis.txt,Automation Scripts,23.59,33.96%,unknown,unknown,Medium file | Text content | Automation Scripts related | Part of 'Portfolio Projects' project,~/Documents/CsV/Automation/Portfolio/Production | ~/Documents/CsV/Automation/Portfolio/Experimental
/Users/steven/Music/analysis/The_Heartland_Doesnt_Speak_Doesnt_Speak_tears_and_time352_duo_analysis.txt,Data Analysis,23.45,33.61%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/The_Heartland_Doesnt_Speak349_Remastered349_analysis.txt,Data Analysis,23.45,33.61%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/Heroes_Rise_-_Villains_Overthrow_Remastered_214_analysis.txt,Data Analysis,23.45,33.61%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/The_Heartland_Doesn_t_Speak349_Remastered_1_analysis.txt,Data Analysis,23.45,33.61%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/The_Heartland_Doesnt_Speak_duo355_analysis.txt,Data Analysis,23.45,33.61%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/The_Heartland_Doesn_t_Speak-duo355_analysis.txt,Data Analysis,23.45,33.61%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/The_Heartland_Doesn_t_Speak349_analysis.txt,Data Analysis,23.45,33.61%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/The_Heartland_Doesn_t_Speak351_analysis.txt,Data Analysis,23.45,33.61%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/The_Heartland_Remastered_analysis.txt,Data Analysis,23.45,33.61%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/Fall_RooTs_ReMain-soft301_analysis.txt,Data Analysis,23.45,33.61%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/Heartbeats_in_the_Dark_analysis.txt,Data Analysis,23.45,33.61%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/The_Heartland_duo_349_analysis.txt,Data Analysis,23.45,33.61%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/The_Heartland_duo355_analysis.txt,Data Analysis,23.45,33.61%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/Echoes_of_Moonlight_in_this_alley.mp30000_analysis.txt,Media Content,23.34,33.33%,unknown,unknown,Medium file | Markdown content | Media Content related | Part of 'YouTube Content' project,~/Documents/CsV/Media/YouTube-Content/Production | ~/Documents/CsV/Media/YouTube-Content/Experimental
/Users/steven/Music/analysis/Moonly_Alley_analysis_1_1.txt,Media Content,23.34,33.33%,unknown,unknown,Medium file | Text content | Media Content related | Part of 'Portfolio Projects' project,~/Documents/CsV/Media/Portfolio/Production | ~/Documents/CsV/Media/Portfolio/Experimental
/Users/steven/Music/analysis/Echoes-of-the-Junkyard2-analysis.txt,Portfolio Work,23.34,33.33%,unknown,unknown,Medium file | Text content | Portfolio Work related | Part of 'Portfolio Projects' project,~/Documents/CsV/Portfolio/Portfolio/Production | ~/Documents/CsV/Portfolio/Portfolio/Experimental
/Users/steven/Music/analysis/Letters i'll Never Send_10-59-01.txt,Media Content,23.33,33.33%,unknown,unknown,Small file | Markdown content | Media Content related | Part of 'YouTube Content' project,~/Documents/CsV/Media/YouTube-Content/Production | ~/Documents/CsV/Media/YouTube-Content/Experimental
/Users/steven/Music/Under the watchful eye of atlas park.wav,AI/ML,23.21,48.11%,unknown,unknown,Large file | Wav content | AI/ML related,~/Documents/CsV/AI-ML/Production | ~/Documents/CsV/AI-ML/Experimental
/Users/steven/Music/analysis/Love_is_rubbish_Lets_Get_Trashy_analysis.txt,Media Content,23.20,32.98%,unknown,unknown,Medium file | Markdown content | Media Content related | Part of 'Portfolio Projects' project,~/Documents/CsV/Media/Portfolio/Production | ~/Documents/CsV/Media/Portfolio/Experimental
/Users/steven/Music/analysis/heart_cover_duo_og0000_analysis.txt,Media Content,23.15,32.88%,unknown,unknown,Small file | Markdown content | Media Content related | Part of 'YouTube Content' project,~/Documents/CsV/Media/YouTube-Content/Production | ~/Documents/CsV/Media/YouTube-Content/Experimental
/Users/steven/Music/analysis/Willow_whispers-duo-v4_analysis.txt,Media Content,22.98,32.44%,unknown,unknown,Medium file | Markdown content | Media Content related | Part of 'Portfolio Projects' project,~/Documents/CsV/Media/Portfolio/Production | ~/Documents/CsV/Media/Portfolio/Experimental
/Users/steven/Music/analysis/Descriptive-WoodCarver-indie-pluck-Flute_analysis.txt,Data Analysis,22.80,32.00%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/Descriptives-woodcarver-songs-420_analysis.txt,Data Analysis,22.80,32.00%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/Descriptives-Ballade-woodcarver_analysis.txt,Data Analysis,22.80,32.00%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/Descriptives-songs_analysis.txt,Data Analysis,22.80,32.00%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/No_Crown_No_Chains229_analysis.txt,AI/ML,22.74,31.83%,unknown,unknown,Medium file | Markdown content | AI/ML related | Part of 'YouTube Content' project,~/Documents/CsV/AI-ML/YouTube-Content/Production | ~/Documents/CsV/AI-ML/YouTube-Content/Experimental
/Users/steven/Music/analysis/Kings_and_Queens_of_Litter400_analysis.txt,Media Content,22.70,31.75%,unknown,unknown,Medium file | Text content | Media Content related | Part of 'Portfolio Projects' project,~/Documents/CsV/Media/Portfolio/Production | ~/Documents/CsV/Media/Portfolio/Experimental
/Users/steven/Music/analysis/Kings_and_Queens_of_Litter_(Remastered)1_2_analysis2_1_1.txt,Media Content,22.70,31.75%,unknown,unknown,Medium file | Text content | Media Content related | Part of 'Portfolio Projects' project,~/Documents/CsV/Media/Portfolio/Production | ~/Documents/CsV/Media/Portfolio/Experimental
/Users/steven/Music/analysis/Dance Like Nobodys Watching_analysis.txt,Media Content,22.70,31.75%,unknown,unknown,Medium file | Text content | Media Content related | Part of 'Portfolio Projects' project,~/Documents/CsV/Media/Portfolio/Production | ~/Documents/CsV/Media/Portfolio/Experimental
/Users/steven/Music/analysis/Heroes_Rise__-_Villains_Overthrow_(Remastered)2_analysis.txt,AI/ML,22.65,56.62%,unknown,unknown,Medium file | Text content | AI/ML related,~/Documents/CsV/AI-ML/Production | ~/Documents/CsV/AI-ML/Experimental
/Users/steven/Music/analysis/Witches_Road_Song_Lyrics_analysis.txt,Media Content,22.46,31.14%,unknown,unknown,Medium file | Markdown content | Media Content related | Part of 'Portfolio Projects' project,~/Documents/CsV/Media/Portfolio/Production | ~/Documents/CsV/Media/Portfolio/Experimental
/Users/steven/update-log-20260103-201735.log,Data Analysis,22.34,30.85%,unknown,unknown,Medium file | Log content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/Echoes_of_the_Junkyard-v4_analysis.txt,Automation Scripts,22.33,30.82%,unknown,unknown,Medium file | Text content | Automation Scripts related | Part of 'Portfolio Projects' project,~/Documents/CsV/Automation/Portfolio/Production | ~/Documents/CsV/Automation/Portfolio/Experimental
/Users/steven/Music/analysis/meeting-minutes-tutorial.txt,Media Content,22.33,30.77%,unknown,unknown,Medium file | Markdown content | Media Content related | Part of 'YouTube Content' project,~/Documents/CsV/Media/YouTube-Content/Production | ~/Documents/CsV/Media/YouTube-Content/Experimental
/Users/steven/Music/analysis/in_this_alley_where_i_Hide_LIVE_CuT_og312.mp3312_analysis.txt,Media Content,22.17,30.41%,unknown,unknown,Medium file | Markdown content | Media Content related | Part of 'YouTube Content' project,~/Documents/CsV/Media/YouTube-Content/Production | ~/Documents/CsV/Media/YouTube-Content/Experimental
/Users/steven/Music/analysis/The_Heartland_Doesnt_Speak_Remastered_analysis.txt,Data Analysis,22.12,30.30%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/heart_cover_1_analysis.txt,Data Analysis,22.12,30.30%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/The_Heartland_Doesnt_Speak255_analysis.txt,Data Analysis,22.12,30.30%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/heart_cover0000_analysis.txt,Data Analysis,22.12,30.30%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/in_this_alley_where_i_Hide LIVE_-_CuT-og (3)_analysis.txt,AI/ML,22.11,30.27%,unknown,unknown,Medium file | Markdown content | AI/ML related | Part of 'YouTube Content' project,~/Documents/CsV/AI-ML/YouTube-Content/Production | ~/Documents/CsV/AI-ML/YouTube-Content/Experimental
/Users/steven/Music/analysis/Kbong - In Session_analysis.txt,AI/ML,21.99,29.96%,unknown,unknown,Medium file | Markdown content | AI/ML related | Part of 'Portfolio Projects' project,~/Documents/CsV/AI-ML/Portfolio/Production | ~/Documents/CsV/AI-ML/Portfolio/Experimental
/Users/steven/Music/analysis/Moonly_Alley_analysis2_1_1.txt,Portfolio Work,21.98,29.93%,unknown,unknown,Medium file | Markdown content | Portfolio Work related | Part of 'Portfolio Projects' project,~/Documents/CsV/Portfolio/Portfolio/Production | ~/Documents/CsV/Portfolio/Portfolio/Experimental
/Users/steven/pnpm-lock.yaml,Testing,21.82,54.55%,unknown,unknown,Medium file | Yaml content | Testing related,~/Documents/CsV/Testing/Production | ~/Documents/CsV/Testing/Experimental
/Users/steven/Music/analysis/rubbish-manga_analysis 2.txt,AI/ML,21.59,28.95%,unknown,unknown,Medium file | Markdown content | AI/ML related | Part of 'YouTube Content' project,~/Documents/CsV/AI-ML/YouTube-Content/Production | ~/Documents/CsV/AI-ML/YouTube-Content/Experimental
/Users/steven/Music/analysis/Love_is_rubbish_Lets_Get_Trashy_BanjoBandit238Remix_analysis.txt,Media Content,21.52,28.78%,unknown,unknown,Medium file | Markdown content | Media Content related | Part of 'YouTube Content' project,~/Documents/CsV/Media/YouTube-Content/Production | ~/Documents/CsV/Media/YouTube-Content/Experimental
/Users/steven/Music/analysis/Through_and_Through - Amulets_analysis.txt,Media Content,21.52,28.77%,unknown,unknown,Medium file | Markdown content | Media Content related | Part of 'YouTube Content' project,~/Documents/CsV/Media/YouTube-Content/Production | ~/Documents/CsV/Media/YouTube-Content/Experimental
/Users/steven/Music/analysis/Love_is_rubbish_Lets_Get_Trashy_FeRaLFiddle254_analysis.txt,Portfolio Work,20.94,27.32%,unknown,unknown,Medium file | Markdown content | Portfolio Work related | Part of 'Portfolio Projects' project,~/Documents/CsV/Portfolio/Portfolio/Production | ~/Documents/CsV/Portfolio/Portfolio/Experimental
/Users/steven/Music/analysis/bookOmemory403_duo_analysis.txt,Data Analysis,20.88,27.20%,unknown,unknown,Medium file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/Neon-Whisper-(1)_analysis 1.txt,Media Content,20.40,25.97%,unknown,unknown,Medium file | Text content | Media Content related | Part of 'Portfolio Projects' project,~/Documents/CsV/Media/Portfolio/Production | ~/Documents/CsV/Media/Portfolio/Experimental
/Users/steven/Music/analysis/Heroes_Rise__-_Villains_Overthrow_Remastered_Remix143_analysis.txt,AI/ML,20.36,50.90%,unknown,unknown,Small file | Text content | AI/ML related,~/Documents/CsV/AI-ML/Production | ~/Documents/CsV/AI-ML/Experimental
/Users/steven/Music/analysis/Heroes_Rise__-_Villains_Overthrow_Remastered_Remix227_analysis.txt,AI/ML,20.36,50.90%,unknown,unknown,Small file | Text content | AI/ML related,~/Documents/CsV/AI-ML/Production | ~/Documents/CsV/AI-ML/Experimental
/Users/steven/Music/analysis/Heroes_Rise__-_Villains_Overthrow_Remastered214_analysis.txt,AI/ML,20.36,50.90%,unknown,unknown,Small file | Text content | AI/ML related,~/Documents/CsV/AI-ML/Production | ~/Documents/CsV/AI-ML/Experimental
/Users/steven/Music/analysis/Heroes_Rise__-_Villains_Overthrow_Remastered_analysis.txt,AI/ML,20.36,50.90%,unknown,unknown,Small file | Text content | AI/ML related,~/Documents/CsV/AI-ML/Production | ~/Documents/CsV/AI-ML/Experimental
/Users/steven/Music/analysis/Petals_Fall_RooTs_ReMain301_analysis.txt,AI/ML,20.36,50.90%,unknown,unknown,Small file | Text content | AI/ML related,~/Documents/CsV/AI-ML/Production | ~/Documents/CsV/AI-ML/Experimental
/Users/steven/zip-csv.txt,AI/ML,20.16,25.24%,unknown,unknown,Medium file | Text content | AI/ML related | Part of 'As-a-Man-Thinketh' project,~/Documents/CsV/AI-ML/As-a-Man-Thinketh/Production | ~/Documents/CsV/AI-ML/As-a-Man-Thinketh/Experimental
/Users/steven/Music/analysis/Drink_of_Me_Beast_Remix_1_analysis.txt,Automation Scripts,20.04,25.08%,unknown,unknown,Medium file | Markdown content | Automation Scripts related | Part of 'YouTube Content' project,~/Documents/CsV/Automation/YouTube-Content/Production | ~/Documents/CsV/Automation/YouTube-Content/Experimental
/Users/steven/ADVANCED_ANALYZER_README.md,Data Analysis,19.80,24.46%,unknown,unknown,Medium file | Markdown content | Data Analysis related | Part of 'As-a-Man-Thinketh' project,~/Documents/CsV/Data-Analysis/As-a-Man-Thinketh/Production | ~/Documents/CsV/Data-Analysis/As-a-Man-Thinketh/Experimental
/Users/steven/update-log-20260103-201409.log,AI/ML,19.60,23.97%,unknown,unknown,Medium file | Log content | AI/ML related | Part of 'YouTube Content' project,~/Documents/CsV/AI-ML/YouTube-Content/Production | ~/Documents/CsV/AI-ML/YouTube-Content/Experimental
/Users/steven/Music/analysis/Feather_Fang_🐍_Spirit_Sang_(Flute_Ritual_Remix)_analysis.txt,AI/ML,19.04,47.60%,unknown,unknown,Small file | Text content | AI/ML related,~/Documents/CsV/AI-ML/Production | ~/Documents/CsV/AI-ML/Experimental
/Users/steven/Music/analysis/Love_is_rubbish_Lets_Get_Trashy_plucky_indieRemix257_analysis 2.txt,AI/ML,19.04,47.60%,unknown,unknown,Small file | Text content | AI/ML related,~/Documents/CsV/AI-ML/Production | ~/Documents/CsV/AI-ML/Experimental
/Users/steven/Music/analysis/Echoes_of_Moonlight_Remastered-2-in-this-alley_analysis.txt,AI/ML,19.04,47.60%,unknown,unknown,Small file | Text content | AI/ML related,~/Documents/CsV/AI-ML/Production | ~/Documents/CsV/AI-ML/Experimental
/Users/steven/Music/analysis/in_this_alley_where_i_Hide_LIVE_-_CuT-og304_analysis.txt,AI/ML,19.04,47.60%,unknown,unknown,Small file | Text content | AI/ML related,~/Documents/CsV/AI-ML/Production | ~/Documents/CsV/AI-ML/Experimental
/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe-oG_Remix-grity249_analysis.txt,AI/ML,19.04,47.60%,unknown,unknown,Small file | Text content | AI/ML related,~/Documents/CsV/AI-ML/Production | ~/Documents/CsV/AI-ML/Experimental
"/Users/steven/Music/analysis/Feather_Fang,_Spirit_Sang_(Tribal_Rock_Ritual)_analysis.txt",AI/ML,19.04,47.60%,unknown,unknown,Small file | Text content | AI/ML related,~/Documents/CsV/AI-ML/Production | ~/Documents/CsV/AI-ML/Experimental
/Users/steven/Music/analysis/Echoes_of_Moonlight_(Remastered)-in-this-alley_analysis.txt,AI/ML,19.04,47.60%,unknown,unknown,Small file | Text content | AI/ML related,~/Documents/CsV/AI-ML/Production | ~/Documents/CsV/AI-ML/Experimental
/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe-oG_Remix-grity232_analysis.txt,AI/ML,19.04,47.60%,unknown,unknown,Small file | Text content | AI/ML related,~/Documents/CsV/AI-ML/Production | ~/Documents/CsV/AI-ML/Experimental
/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe-oG_Remix303_analysis.txt,AI/ML,19.04,47.60%,unknown,unknown,Small file | Text content | AI/ML related,~/Documents/CsV/AI-ML/Production | ~/Documents/CsV/AI-ML/Experimental
/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe-oG_Remix-grity343_analysis.txt,AI/ML,19.04,47.60%,unknown,unknown,Small file | Text content | AI/ML related,~/Documents/CsV/AI-ML/Production | ~/Documents/CsV/AI-ML/Experimental
/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe-oG_Remix-grity308_analysis.txt,AI/ML,19.04,47.60%,unknown,unknown,Small file | Text content | AI/ML related,~/Documents/CsV/AI-ML/Production | ~/Documents/CsV/AI-ML/Experimental
/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe-oG_Remix-grity256_analysis.txt,AI/ML,19.04,47.60%,unknown,unknown,Small file | Text content | AI/ML related,~/Documents/CsV/AI-ML/Production | ~/Documents/CsV/AI-ML/Experimental
/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe-oG_Remix-grity251_analysis.txt,AI/ML,19.04,47.60%,unknown,unknown,Small file | Text content | AI/ML related,~/Documents/CsV/AI-ML/Production | ~/Documents/CsV/AI-ML/Experimental
/Users/steven/Music/analysis/Echoes_of_Moonlight_Remastered-in-this-alley_analysis.txt,AI/ML,19.04,47.60%,unknown,unknown,Small file | Text content | AI/ML related,~/Documents/CsV/AI-ML/Production | ~/Documents/CsV/AI-ML/Experimental
/Users/steven/Music/analysis/Feather_Fang__Spirit_Sang_Flute_Ritual_Remix_analysis.txt,AI/ML,19.04,47.60%,unknown,unknown,Small file | Text content | AI/ML related,~/Documents/CsV/AI-ML/Production | ~/Documents/CsV/AI-ML/Experimental
/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe-oG_Remix-grity309_analysis.txt,AI/ML,19.04,47.60%,unknown,unknown,Small file | Text content | AI/ML related,~/Documents/CsV/AI-ML/Production | ~/Documents/CsV/AI-ML/Experimental
/Users/steven/Music/analysis/Willow_Whispers_Feelers_Chill_Remastered348_analysis.txt,AI/ML,19.04,47.60%,unknown,unknown,Small file | Text content | AI/ML related,~/Documents/CsV/AI-ML/Production | ~/Documents/CsV/AI-ML/Experimental
/Users/steven/Music/analysis/No_More_Love_Songs_-_Encore_Remastered_dup1_analysis.txt,AI/ML,19.04,47.60%,unknown,unknown,Small file | Text content | AI/ML related,~/Documents/CsV/AI-ML/Production | ~/Documents/CsV/AI-ML/Experimental
/Users/steven/Music/analysis/Murray_Kyle_-_Standing_on_One_Side_mix_dup1_analysis.txt,AI/ML,19.04,47.60%,unknown,unknown,Small file | Text content | AI/ML related,~/Documents/CsV/AI-ML/Production | ~/Documents/CsV/AI-ML/Experimental
/Users/steven/Music/analysis/in_this_alley_where_i_Hide_-_LIVE_-_CuT-og_analysis.txt,AI/ML,19.04,47.60%,unknown,unknown,Small file | Text content | AI/ML related,~/Documents/CsV/AI-ML/Production | ~/Documents/CsV/AI-ML/Experimental
/Users/steven/Music/analysis/Blues in the Moonlit Nights _ [Remastered]_analysis.txt,AI/ML,19.04,47.60%,unknown,unknown,Small file | Text content | AI/ML related,~/Documents/CsV/AI-ML/Production | ~/Documents/CsV/AI-ML/Experimental
/Users/steven/Music/analysis/Love_is_rubbish_Lets_Get_Trashy_Remastered_analysis 2.txt,AI/ML,19.04,47.60%,unknown,unknown,Small file | Text content | AI/ML related,~/Documents/CsV/AI-ML/Production | ~/Documents/CsV/AI-ML/Experimental
/Users/steven/Music/analysis/Love_in_Imperfection_-indie-Folk-Dark-323_analysis.txt,AI/ML,19.04,47.60%,unknown,unknown,Small file | Text content | AI/ML related,~/Documents/CsV/AI-ML/Production | ~/Documents/CsV/AI-ML/Experimental
/Users/steven/Music/analysis/No_More_Love_Songs_No_More_Lies_v4-2_dup1_analysis.txt,AI/ML,19.04,47.60%,unknown,unknown,Small file | Text content | AI/ML related,~/Documents/CsV/AI-ML/Production | ~/Documents/CsV/AI-ML/Experimental
/Users/steven/Music/analysis/Love_is_rubbish_Lets_Get_Trashy_Remix329_analysis.txt,AI/ML,19.04,47.60%,unknown,unknown,Small file | Text content | AI/ML related,~/Documents/CsV/AI-ML/Production | ~/Documents/CsV/AI-ML/Experimental
/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe_Remastered_x2_analysis.txt,AI/ML,19.04,47.60%,unknown,unknown,Small file | Text content | AI/ML related,~/Documents/CsV/AI-ML/Production | ~/Documents/CsV/AI-ML/Experimental
/Users/steven/Music/analysis/Murray_Kyle_-_Standing_on_One_Side_dup1_analysis.txt,AI/ML,19.04,47.60%,unknown,unknown,Small file | Text content | AI/ML related,~/Documents/CsV/AI-ML/Production | ~/Documents/CsV/AI-ML/Experimental
/Users/steven/Music/analysis/The_Sound_of_Ancestors_Remastered_analysis.txt,AI/ML,19.04,47.60%,unknown,unknown,Small file | Text content | AI/ML related,~/Documents/CsV/AI-ML/Production | ~/Documents/CsV/AI-ML/Experimental
/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe-oG_Remix242_analysis.txt,AI/ML,19.04,47.60%,unknown,unknown,Small file | Text content | AI/ML related,~/Documents/CsV/AI-ML/Production | ~/Documents/CsV/AI-ML/Experimental
/Users/steven/Music/analysis/Dance_Like_Nobodys_Watching_Remastered1_analysis.txt,AI/ML,19.04,47.60%,unknown,unknown,Small file | Text content | AI/ML related,~/Documents/CsV/AI-ML/Production | ~/Documents/CsV/AI-ML/Experimental
/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe-oG_Remix244_analysis.txt,AI/ML,19.04,47.60%,unknown,unknown,Small file | Text content | AI/ML related,~/Documents/CsV/AI-ML/Production | ~/Documents/CsV/AI-ML/Experimental
/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe-oG_Remix235_analysis.txt,AI/ML,19.04,47.60%,unknown,unknown,Small file | Text content | AI/ML related,~/Documents/CsV/AI-ML/Production | ~/Documents/CsV/AI-ML/Experimental
/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe-oG_Remix305_analysis.txt,AI/ML,19.04,47.60%,unknown,unknown,Small file | Text content | AI/ML related,~/Documents/CsV/AI-ML/Production | ~/Documents/CsV/AI-ML/Experimental
/Users/steven/Music/analysis/Junkyard_Symphony_Scraps2_(Remastered)_analysis.txt,AI/ML,19.04,47.60%,unknown,unknown,Small file | Text content | AI/ML related,~/Documents/CsV/AI-ML/Production | ~/Documents/CsV/AI-ML/Experimental
/Users/steven/Music/analysis/bite_in_the_night322-indie-grunge-pluck_analysis.txt,AI/ML,19.04,47.60%,unknown,unknown,Small file | Text content | AI/ML related,~/Documents/CsV/AI-ML/Production | ~/Documents/CsV/AI-ML/Experimental
/Users/steven/Music/analysis/epic_fantasy_battle_ballade_Remix_dup1_analysis.txt,AI/ML,19.04,47.60%,unknown,unknown,Small file | Text content | AI/ML related,~/Documents/CsV/AI-ML/Production | ~/Documents/CsV/AI-ML/Experimental
/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe-oG_Remix304_analysis.txt,AI/ML,19.04,47.60%,unknown,unknown,Small file | Text content | AI/ML related,~/Documents/CsV/AI-ML/Production | ~/Documents/CsV/AI-ML/Experimental
