Group_ID,File_Name,Full_Path,Parent_Directory,Size_Bytes,Size_Human,File_Count_In_Group,Total_Group_Size_Bytes,Total_Group_Size_Human,Potential_Savings_Bytes,Potential_Savings_Human,Keep_File,Action
544,Analyze_and_organize_content.txt,/Users/steven/Music/nocTurneMeLoDieS/analysis/Analyze_and_organize_content.txt,/Users/steven/Music/nocTurneMeLoDieS/analysis,7792,7.61KB,2,15584,15.22KB,7792,7.61KB,NO,DELETE (if identical)
545,FEATURES.md,/Users/steven/Downloads/Compressed/Dir2md-main/docs/FEATURES.md,/Users/steven/Downloads/Compressed/Dir2md-main/docs,7764,7.58KB,2,15528,15.16KB,0,0B,YES,KEEP
545,FEATURES.md,/Users/steven/GitHub/Dir2md-main/docs/FEATURES.md,/Users/steven/GitHub/Dir2md-main/docs,7764,7.58KB,2,15528,15.16KB,7764,7.58KB,NO,DELETE (if identical)
546,DeepSeek Chat Exporter (Reliable).user.js,/Users/steven/Downloads/backup-chrome-2025-10-27T10-32-31-839Z/DeepSeek Chat Exporter (Reliable).user.js,/Users/steven/Downloads/backup-chrome-2025-10-27T10-32-31-839Z,5143,5.02KB,3,15429,15.07KB,0,0B,YES,KEEP
546,DeepSeek Chat Exporter (Reliable).user.js,/Users/steven/Downloads/backup-chrome-2025-12-28T22-15-17-030Z/DeepSeek Chat Exporter (Reliable).user.js,/Users/steven/Downloads/backup-chrome-2025-12-28T22-15-17-030Z,5143,5.02KB,3,15429,15.07KB,10286,10.04KB,NO,DELETE (if identical)
546,DeepSeek Chat Exporter (Reliable).user.js,/Users/steven/Downloads/scripts-to-remove/DeepSeek Chat Exporter (Reliable).user.js,/Users/steven/Downloads/scripts-to-remove,5143,5.02KB,3,15429,15.07KB,10286,10.04KB,NO,DELETE (if identical)
547,midj--.py.backup,/Users/steven/GitHub/02_media_processing/image_tools/midj--.py.backup,/Users/steven/GitHub/02_media_processing/image_tools,5108,4.99KB,3,15324,14.96KB,0,0B,YES,KEEP
547,midj-.py.backup,/Users/steven/GitHub/02_media_processing/image_tools/midj-.py.backup,/Users/steven/GitHub/02_media_processing/image_tools,5108,4.99KB,3,15324,14.96KB,10216,9.98KB,NO,DELETE (if identical)
547,midj.py.backup,/Users/steven/GitHub/02_media_processing/image_tools/midj.py.backup,/Users/steven/GitHub/02_media_processing/image_tools,5108,4.99KB,3,15324,14.96KB,10216,9.98KB,NO,DELETE (if identical)
548,GoogleBookDown - Download Google Books as PNGs or PDF.user.js,/Users/steven/Downloads/backup-chrome-2025-10-27T10-32-31-839Z/GoogleBookDown - Download Google Books as PNGs or PDF.user.js,/Users/steven/Downloads/backup-chrome-2025-10-27T10-32-31-839Z,7659,7.48KB,2,15318,14.96KB,0,0B,YES,KEEP
548,GoogleBookDown - Download Google Books as PNGs or PDF.user.js,/Users/steven/Downloads/backup-chrome-2025-12-28T22-15-17-030Z/GoogleBookDown - Download Google Books as PNGs or PDF.user.js,/Users/steven/Downloads/backup-chrome-2025-12-28T22-15-17-030Z,7659,7.48KB,2,15318,14.96KB,7659,7.48KB,NO,DELETE (if identical)
549,HOME_CLEANUP_PLAN.md,/Users/steven/AVATARARTS/HOME_CLEANUP_PLAN.md,/Users/steven/AVATARARTS,7657,7.48KB,2,15314,14.96KB,0,0B,YES,KEEP
549,HOME_CLEANUP_PLAN.md,/Users/steven/AVATARARTS/exports/dedupe_operations_20260101/HOME_CLEANUP_PLAN.md,/Users/steven/AVATARARTS/exports/dedupe_operations_20260101,7657,7.48KB,2,15314,14.96KB,7657,7.48KB,NO,DELETE (if identical)
550,stacie-grunge_1_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS/stacie-grunge_1_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS,5066,4.95KB,3,15198,14.84KB,0,0B,YES,KEEP
550,Stacie_Grunge339_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/Stacie_Grunge339_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,5066,4.95KB,3,15198,14.84KB,10132,9.89KB,NO,DELETE (if identical)
550,stacie-grunge_1_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/stacie-grunge_1_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,5066,4.95KB,3,15198,14.84KB,10132,9.89KB,NO,DELETE (if identical)
551,Kings_and_Queens_of_Litter400_analysis.txt,/Users/steven/Music/analysis/Kings_and_Queens_of_Litter400_analysis.txt,/Users/steven/Music/analysis,3031,2.96KB,5,15155,14.80KB,0,0B,YES,KEEP
551,Kings_and_Queens_of_Litter_(Remastered)1_2_analysis2_1_1.txt,/Users/steven/Music/analysis/Kings_and_Queens_of_Litter_(Remastered)1_2_analysis2_1_1.txt,/Users/steven/Music/analysis,3031,2.96KB,5,15155,14.80KB,12124,11.84KB,NO,DELETE (if identical)
551,Kings_and_Queens_of_Litter_Remastered1310_analysis.txt,/Users/steven/Music/analysis/Kings_and_Queens_of_Litter_Remastered1310_analysis.txt,/Users/steven/Music/analysis,3031,2.96KB,5,15155,14.80KB,12124,11.84KB,NO,DELETE (if identical)
551,Kings_and_Queens_of_Litter_Remastered400_analysis.txt,/Users/steven/Music/analysis/Kings_and_Queens_of_Litter_Remastered400_analysis.txt,/Users/steven/Music/analysis,3031,2.96KB,5,15155,14.80KB,12124,11.84KB,NO,DELETE (if identical)
551,Kings_and_Queens_of_Litter_(Remastered)1_2_analysis2_1_1.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/OTHER/Kings_and_Queens_of_Litter_(Remastered)1_2_analysis2_1_1.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/OTHER,3031,2.96KB,5,15155,14.80KB,12124,11.84KB,NO,DELETE (if identical)
552,NewUpload.py.backup,/Users/steven/GitHub/02_media_processing/video_tools/NewUpload.py.backup,/Users/steven/GitHub/02_media_processing/video_tools,7568,7.39KB,2,15136,14.78KB,0,0B,YES,KEEP
552,NewUpload_20250607131239.py.backup,/Users/steven/GitHub/02_media_processing/video_tools/NewUpload_20250607131239.py.backup,/Users/steven/GitHub/02_media_processing/video_tools,7568,7.39KB,2,15136,14.78KB,7568,7.39KB,NO,DELETE (if identical)
553,The_Shocking_Blueprint_to_End_Democracy_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS/The_Shocking_Blueprint_to_End_Democracy_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS,7566,7.39KB,2,15132,14.78KB,0,0B,YES,KEEP
553,The_Shocking_Blueprint_to_End_Democracy_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/The_Shocking_Blueprint_to_End_Democracy_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,7566,7.39KB,2,15132,14.78KB,7566,7.39KB,NO,DELETE (if identical)
554,updater.sh,/Users/steven/scripts/cleanup/updater.sh,/Users/steven/scripts/cleanup,7564,7.39KB,2,15128,14.77KB,0,0B,YES,KEEP
554,updater.sh,/Users/steven/scripts/sh/updater.sh,/Users/steven/scripts/sh,7564,7.39KB,2,15128,14.77KB,7564,7.39KB,NO,DELETE (if identical)
555,Code_formatting_and_file_organization.md,/Users/steven/AVATARARTS/ai-ml-notes/Code_formatting_and_file_organization.md,/Users/steven/AVATARARTS/ai-ml-notes,7547,7.37KB,2,15094,14.74KB,0,0B,YES,KEEP
555,8-25-55-Code_formatting_and_file_organization.md,/Users/steven/Downloads/2025-09-04-conversations/2025-4-5/8-25-55-Code_formatting_and_file_organization.md,/Users/steven/Downloads/2025-09-04-conversations/2025-4-5,7547,7.37KB,2,15094,14.74KB,7547,7.37KB,NO,DELETE (if identical)
556,readme_medium.md,/Users/steven/AVATARARTS/ai-ml-notes/readme_medium.md,/Users/steven/AVATARARTS/ai-ml-notes,7485,7.31KB,2,14970,14.62KB,0,0B,YES,KEEP
556,README_MEDIUM_AUTOMATION.md,/Users/steven/pythons/documentation/Comprehensive-setup-docs/README_MEDIUM_AUTOMATION.md,/Users/steven/pythons/documentation/Comprehensive-setup-docs,7485,7.31KB,2,14970,14.62KB,7485,7.31KB,NO,DELETE (if identical)
557,dark_20250107121518.html,/Users/steven/AVATARARTS/ai-sites/dalle-fix/.history/dark_20250107121518.html,/Users/steven/AVATARARTS/ai-sites/dalle-fix/.history,7457,7.28KB,2,14914,14.56KB,0,0B,YES,KEEP
557,dark 1.html,/Users/steven/Documents/HTML/dark 1.html,/Users/steven/Documents/HTML,7457,7.28KB,2,14914,14.56KB,7457,7.28KB,NO,DELETE (if identical)
558,upscale-sub copy.py.backup,/Users/steven/GitHub/02_media_processing/image_tools/upscale-sub copy.py.backup,/Users/steven/GitHub/02_media_processing/image_tools,7446,7.27KB,2,14892,14.54KB,0,0B,YES,KEEP
558,upscale-sub.py.backup,/Users/steven/GitHub/02_media_processing/image_tools/upscale-sub.py.backup,/Users/steven/GitHub/02_media_processing/image_tools,7446,7.27KB,2,14892,14.54KB,7446,7.27KB,NO,DELETE (if identical)
559,AS_A_MAN_THINKETH_RENAMING_RESULTS.md,/Users/steven/Music/Aeo-Seo-Podcast-Stories/As_A_Man_Thinketh/Reports/AS_A_MAN_THINKETH_RENAMING_RESULTS.md,/Users/steven/Music/Aeo-Seo-Podcast-Stories/As_A_Man_Thinketh/Reports,7380,7.21KB,2,14760,14.41KB,0,0B,YES,KEEP
559,AS_A_MAN_THINKETH_RENAMING_RESULTS.md,/Users/steven/Music/Aeo-Seo-Podcast-Stories/As_A_Man_Thinketh/text/AS_A_MAN_THINKETH_RENAMING_RESULTS.md,/Users/steven/Music/Aeo-Seo-Podcast-Stories/As_A_Man_Thinketh/text,7380,7.21KB,2,14760,14.41KB,7380,7.21KB,NO,DELETE (if identical)
560,README.md,/Users/steven/AVATARARTS/ai-sites/environments/README.md,/Users/steven/AVATARARTS/ai-sites/environments,7323,7.15KB,2,14646,14.30KB,0,0B,YES,KEEP
560,README.md,/Users/steven/scripts/MiniForge-Setup-Optimize-script/README.md,/Users/steven/scripts/MiniForge-Setup-Optimize-script,7323,7.15KB,2,14646,14.30KB,7323,7.15KB,NO,DELETE (if identical)
561,Quickly edit question for Superpower ChatGPT.user.js,/Users/steven/Downloads/backup-chrome-2025-10-27T10-32-31-839Z/Quickly edit question for Superpower ChatGPT.user.js,/Users/steven/Downloads/backup-chrome-2025-10-27T10-32-31-839Z,7301,7.13KB,2,14602,14.26KB,0,0B,YES,KEEP
561,Quickly edit question for Superpower ChatGPT.user.js,/Users/steven/Downloads/backup-chrome-2025-12-28T22-15-17-030Z/Quickly edit question for Superpower ChatGPT.user.js,/Users/steven/Downloads/backup-chrome-2025-12-28T22-15-17-030Z,7301,7.13KB,2,14602,14.26KB,7301,7.13KB,NO,DELETE (if identical)
562,Junkyard_Symphony_Scraps_(Remastered)_analysis.txt,/Users/steven/AVATARARTS/ai-sites/disco/mp3/Junkyard_Symphony_Scraps_(Remastered)_analysis.txt,/Users/steven/AVATARARTS/ai-sites/disco/mp3,972,972.00B,15,14580,14.24KB,0,0B,YES,KEEP
562,Junkyard_Symphony_14311_analysis.txt,/Users/steven/Music/analysis/Junkyard_Symphony_14311_analysis.txt,/Users/steven/Music/analysis,972,972.00B,15,14580,14.24KB,13608,13.29KB,NO,DELETE (if identical)
562,Junkyard_Symphony_15311_analysis.txt,/Users/steven/Music/analysis/Junkyard_Symphony_15311_analysis.txt,/Users/steven/Music/analysis,972,972.00B,15,14580,14.24KB,13608,13.29KB,NO,DELETE (if identical)
562,Junkyard_Symphony_21239_analysis.txt,/Users/steven/Music/analysis/Junkyard_Symphony_21239_analysis.txt,/Users/steven/Music/analysis,972,972.00B,15,14580,14.24KB,13608,13.29KB,NO,DELETE (if identical)
562,Junkyard_Symphony_4259_analysis.txt,/Users/steven/Music/analysis/Junkyard_Symphony_4259_analysis.txt,/Users/steven/Music/analysis,972,972.00B,15,14580,14.24KB,13608,13.29KB,NO,DELETE (if identical)
562,Junkyard_Symphony_6400_analysis.txt,/Users/steven/Music/analysis/Junkyard_Symphony_6400_analysis.txt,/Users/steven/Music/analysis,972,972.00B,15,14580,14.24KB,13608,13.29KB,NO,DELETE (if identical)
562,Junkyard_Symphony_7_259_analysis.txt,/Users/steven/Music/analysis/Junkyard_Symphony_7_259_analysis.txt,/Users/steven/Music/analysis,972,972.00B,15,14580,14.24KB,13608,13.29KB,NO,DELETE (if identical)
562,Junkyard_Symphony_8211_analysis.txt,/Users/steven/Music/analysis/Junkyard_Symphony_8211_analysis.txt,/Users/steven/Music/analysis,972,972.00B,15,14580,14.24KB,13608,13.29KB,NO,DELETE (if identical)
562,Junkyard_Symphony_9347_analysis.txt,/Users/steven/Music/analysis/Junkyard_Symphony_9347_analysis.txt,/Users/steven/Music/analysis,972,972.00B,15,14580,14.24KB,13608,13.29KB,NO,DELETE (if identical)
562,Junkyard_Symphony_Scraps2311_analysis.txt,/Users/steven/Music/analysis/Junkyard_Symphony_Scraps2311_analysis.txt,/Users/steven/Music/analysis,972,972.00B,15,14580,14.24KB,13608,13.29KB,NO,DELETE (if identical)
562,Junkyard_Symphony_Scraps239_analysis.txt,/Users/steven/Music/analysis/Junkyard_Symphony_Scraps239_analysis.txt,/Users/steven/Music/analysis,972,972.00B,15,14580,14.24KB,13608,13.29KB,NO,DELETE (if identical)
562,Junkyard_Symphony_Scraps2_Remastered311_analysis.txt,/Users/steven/Music/analysis/Junkyard_Symphony_Scraps2_Remastered311_analysis.txt,/Users/steven/Music/analysis,972,972.00B,15,14580,14.24KB,13608,13.29KB,NO,DELETE (if identical)
562,Junkyard_Symphony_Scraps311_analysis.txt,/Users/steven/Music/analysis/Junkyard_Symphony_Scraps311_analysis.txt,/Users/steven/Music/analysis,972,972.00B,15,14580,14.24KB,13608,13.29KB,NO,DELETE (if identical)
562,Junkyard_Symphony_Scraps_Remastered311_analysis.txt,/Users/steven/Music/analysis/Junkyard_Symphony_Scraps_Remastered311_analysis.txt,/Users/steven/Music/analysis,972,972.00B,15,14580,14.24KB,13608,13.29KB,NO,DELETE (if identical)
562,Junkyard_Symphony_analysis.txt,/Users/steven/Music/analysis/Junkyard_Symphony_analysis.txt,/Users/steven/Music/analysis,972,972.00B,15,14580,14.24KB,13608,13.29KB,NO,DELETE (if identical)
563,automating_management.md,/Users/steven/AVATARARTS/ai-ml-notes/automating_management.md,/Users/steven/AVATARARTS/ai-ml-notes,7236,7.07KB,2,14472,14.13KB,0,0B,YES,KEEP
563,automating-file-management-with-hazel-and-tag.md,/Users/steven/pythons/DATA_UTILITIES/doc-generator/content/automating-file-management-with-hazel-and-tag.md,/Users/steven/pythons/DATA_UTILITIES/doc-generator/content,7236,7.07KB,2,14472,14.13KB,7236,7.07KB,NO,DELETE (if identical)
564,ARTWORK_GENERATION_GUIDE.md,/Users/steven/Music/nocTurneMeLoDieS/DOCS/ARTWORK_GENERATION_GUIDE.md,/Users/steven/Music/nocTurneMeLoDieS/DOCS,7200,7.03KB,2,14400,14.06KB,0,0B,YES,KEEP
564,ARTWORK_GENERATION_GUIDE.md,/Users/steven/Music/nocTurneMeLoDieS/DOCS/guides/ARTWORK_GENERATION_GUIDE.md,/Users/steven/Music/nocTurneMeLoDieS/DOCS/guides,7200,7.03KB,2,14400,14.06KB,7200,7.03KB,NO,DELETE (if identical)
565,workflow_readme.md,/Users/steven/AVATARARTS/ai-ml-notes/workflow_readme.md,/Users/steven/AVATARARTS/ai-ml-notes,4797,4.68KB,3,14391,14.05KB,0,0B,YES,KEEP
565,Claude Conversations - Alfred Workflow-README.md,/Users/steven/pythons/Apify__1M_Challenge_Research__Complete/Claude Convo Search/Claude Conversations - Alfred Workflow-README.md,/Users/steven/pythons/Apify__1M_Challenge_Research__Complete/Claude Convo Search,4797,4.68KB,3,14391,14.05KB,9594,9.37KB,NO,DELETE (if identical)
565,WORKFLOW_README.md,/Users/steven/pythons/DATA_UTILITIES/legacy_categories/alfred_workflow/WORKFLOW_README.md,/Users/steven/pythons/DATA_UTILITIES/legacy_categories/alfred_workflow,4797,4.68KB,3,14391,14.05KB,9594,9.37KB,NO,DELETE (if identical)
566,converts copy.py.backup,/Users/steven/GitHub/02_media_processing/image_tools/converts copy.py.backup,/Users/steven/GitHub/02_media_processing/image_tools,7193,7.02KB,2,14386,14.05KB,0,0B,YES,KEEP
566,converts.py.backup,/Users/steven/GitHub/02_media_processing/image_tools/converts.py.backup,/Users/steven/GitHub/02_media_processing/image_tools,7193,7.02KB,2,14386,14.05KB,7193,7.02KB,NO,DELETE (if identical)
567,Organize_and_Combine_Content.md,/Users/steven/AVATARARTS/ai-ml-notes/Organize_and_Combine_Content.md,/Users/steven/AVATARARTS/ai-ml-notes,7148,6.98KB,2,14296,13.96KB,0,0B,YES,KEEP
567,12-18-1-Organize_and_Combine_Content.md,/Users/steven/Downloads/2025-09-04-conversations/2025-3-9/12-18-1-Organize_and_Combine_Content.md,/Users/steven/Downloads/2025-09-04-conversations/2025-3-9,7148,6.98KB,2,14296,13.96KB,7148,6.98KB,NO,DELETE (if identical)
568,qfl-index.html,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/html_files/qfl-index.html,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/html_files,7131,6.96KB,2,14262,13.93KB,0,0B,YES,KEEP
568,index.html,/Users/steven/Documents/HTML/Portfolio/index.html,/Users/steven/Documents/HTML/Portfolio,7131,6.96KB,2,14262,13.93KB,7131,6.96KB,NO,DELETE (if identical)
569,find-missing-mp3s-v2_20251226142600.js,/Users/steven/Music/nocTurneMeLoDieS/csv/.history/find-missing-mp3s-v2_20251226142600.js,/Users/steven/Music/nocTurneMeLoDieS/csv/.history,7051,6.89KB,2,14102,13.77KB,0,0B,YES,KEEP
569,find-missing-mp3s-v2.js,/Users/steven/Music/nocTurneMeLoDieS/csv/find-missing-mp3s-v2.js,/Users/steven/Music/nocTurneMeLoDieS/csv,7051,6.89KB,2,14102,13.77KB,7051,6.89KB,NO,DELETE (if identical)
570,leo-url-downloader.py.backup,/Users/steven/GitHub/02_media_processing/image_tools/leo-url-downloader.py.backup,/Users/steven/GitHub/02_media_processing/image_tools,7033,6.87KB,2,14066,13.74KB,0,0B,YES,KEEP
570,leoimg.py.backup,/Users/steven/GitHub/02_media_processing/image_tools/leoimg.py.backup,/Users/steven/GitHub/02_media_processing/image_tools,7033,6.87KB,2,14066,13.74KB,7033,6.87KB,NO,DELETE (if identical)
571,Blues_in_the_Moonlit_Nights_bundle.txt,/Users/steven/Music/analysis/Blues_in_the_Moonlit_Nights_bundle.txt,/Users/steven/Music/analysis,7022,6.86KB,2,14044,13.71KB,0,0B,YES,KEEP
571,EXTRACTED_CONTENT_3.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/OTHER/EXTRACTED_CONTENT_3.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/OTHER,7022,6.86KB,2,14044,13.71KB,7022,6.86KB,NO,DELETE (if identical)
572,imgmp4 copy.py.backup,/Users/steven/GitHub/02_media_processing/image_tools/imgmp4 copy.py.backup,/Users/steven/GitHub/02_media_processing/image_tools,7009,6.84KB,2,14018,13.69KB,0,0B,YES,KEEP
572,imgmp4.py.backup,/Users/steven/GitHub/02_media_processing/image_tools/imgmp4.py.backup,/Users/steven/GitHub/02_media_processing/image_tools,7009,6.84KB,2,14018,13.69KB,7009,6.84KB,NO,DELETE (if identical)
573,rubbish-love-disarray-244_transcript_1.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS/rubbish-love-disarray-244_transcript_1.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS,2778,2.71KB,5,13890,13.56KB,0,0B,YES,KEEP
573,rubbish_love_disarray244_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/rubbish_love_disarray244_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,2778,2.71KB,5,13890,13.56KB,11112,10.85KB,NO,DELETE (if identical)
573,rubbish_love_disarray309_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/rubbish_love_disarray309_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,2778,2.71KB,5,13890,13.56KB,11112,10.85KB,NO,DELETE (if identical)
573,rubbish_love_disarray_244_1_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/rubbish_love_disarray_244_1_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,2778,2.71KB,5,13890,13.56KB,11112,10.85KB,NO,DELETE (if identical)
573,rubbish_love_disarray_309_1_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/rubbish_love_disarray_309_1_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,2778,2.71KB,5,13890,13.56KB,11112,10.85KB,NO,DELETE (if identical)
574,imgconvert.py.backup,/Users/steven/GitHub/02_media_processing/image_tools/imgconvert.py.backup,/Users/steven/GitHub/02_media_processing/image_tools,6902,6.74KB,2,13804,13.48KB,0,0B,YES,KEEP
574,web-png-upscale copy.py.backup,/Users/steven/GitHub/02_media_processing/image_tools/web-png-upscale copy.py.backup,/Users/steven/GitHub/02_media_processing/image_tools,6902,6.74KB,2,13804,13.48KB,6902,6.74KB,NO,DELETE (if identical)
575,The_Heartland_Doesn’t_Speak-duo355_analysis.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents/The_Heartland_Doesn’t_Speak-duo355_analysis.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents,4588,4.48KB,3,13764,13.44KB,0,0B,YES,KEEP
575,The_Heartland_Doesn’t_Speak-duo355_analysis.txt,/Users/steven/Music/analysis/The_Heartland_Doesn’t_Speak-duo355_analysis.txt,/Users/steven/Music/analysis,4588,4.48KB,3,13764,13.44KB,9176,8.96KB,NO,DELETE (if identical)
575,The_Heartland_Doesn’t_Speak-duo355_analysis.txt,/Users/steven/Music/nocTurneMeLoDieS/analysis/The_Heartland_Doesn’t_Speak-duo355_analysis.txt,/Users/steven/Music/nocTurneMeLoDieS/analysis,4588,4.48KB,3,13764,13.44KB,9176,8.96KB,NO,DELETE (if identical)
576,CSV_Organization_Script.md,/Users/steven/AVATARARTS/ai-ml-notes/CSV_Organization_Script.md,/Users/steven/AVATARARTS/ai-ml-notes,6860,6.70KB,2,13720,13.40KB,0,0B,YES,KEEP
576,4-32-34-CSV_Organization_Script.md,/Users/steven/Downloads/2025-09-04-conversations/2025-2-9/4-32-34-CSV_Organization_Script.md,/Users/steven/Downloads/2025-09-04-conversations/2025-2-9,6860,6.70KB,2,13720,13.40KB,6860,6.70KB,NO,DELETE (if identical)
577,8mb (2).py.backup,/Users/steven/GitHub/02_media_processing/image_tools/8mb (2).py.backup,/Users/steven/GitHub/02_media_processing/image_tools,6855,6.69KB,2,13710,13.39KB,0,0B,YES,KEEP
577,8mb.py.backup,/Users/steven/GitHub/02_media_processing/image_tools/8mb.py.backup,/Users/steven/GitHub/02_media_processing/image_tools,6855,6.69KB,2,13710,13.39KB,6855,6.69KB,NO,DELETE (if identical)
578,iPhone_SE_vs_16.md,/Users/steven/AVATARARTS/ai-ml-notes/iPhone_SE_vs_16.md,/Users/steven/AVATARARTS/ai-ml-notes,6741,6.58KB,2,13482,13.17KB,0,0B,YES,KEEP
578,17-38-26-iPhone_SE_vs_16.md,/Users/steven/Downloads/2025-09-04-conversations/2025-4-7/17-38-26-iPhone_SE_vs_16.md,/Users/steven/Downloads/2025-09-04-conversations/2025-4-7,6741,6.58KB,2,13482,13.17KB,6741,6.58KB,NO,DELETE (if identical)
579,HOME_DIRECTORY_ANALYSIS_REPORT.md,/Users/steven/AVATARARTS/HOME_DIRECTORY_ANALYSIS_REPORT.md,/Users/steven/AVATARARTS,6725,6.57KB,2,13450,13.13KB,0,0B,YES,KEEP
579,HOME_DIRECTORY_ANALYSIS_REPORT.md,/Users/steven/AVATARARTS/exports/dedupe_operations_20260101/HOME_DIRECTORY_ANALYSIS_REPORT.md,/Users/steven/AVATARARTS/exports/dedupe_operations_20260101,6725,6.57KB,2,13450,13.13KB,6725,6.57KB,NO,DELETE (if identical)
580,Kings_and_Queens_of_Litter_(Remastered)1_2_transcript-1_1_1.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS/Kings_and_Queens_of_Litter_(Remastered)1_2_transcript-1_1_1.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS,2673,2.61KB,5,13365,13.05KB,0,0B,YES,KEEP
580,Kings_and_Queens_of_Litter400_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/Kings_and_Queens_of_Litter400_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,2673,2.61KB,5,13365,13.05KB,10692,10.44KB,NO,DELETE (if identical)
580,Kings_and_Queens_of_Litter_(Remastered)1_2_transcript-1_1_1.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/Kings_and_Queens_of_Litter_(Remastered)1_2_transcript-1_1_1.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,2673,2.61KB,5,13365,13.05KB,10692,10.44KB,NO,DELETE (if identical)
580,Kings_and_Queens_of_Litter_Remastered1310_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/Kings_and_Queens_of_Litter_Remastered1310_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,2673,2.61KB,5,13365,13.05KB,10692,10.44KB,NO,DELETE (if identical)
580,Kings_and_Queens_of_Litter_Remastered400_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/Kings_and_Queens_of_Litter_Remastered400_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,2673,2.61KB,5,13365,13.05KB,10692,10.44KB,NO,DELETE (if identical)
581,DeepSeek Redesign.user.js,/Users/steven/Downloads/backup-chrome-2025-10-27T10-32-31-839Z/DeepSeek Redesign.user.js,/Users/steven/Downloads/backup-chrome-2025-10-27T10-32-31-839Z,6644,6.49KB,2,13288,12.98KB,0,0B,YES,KEEP
581,DeepSeek Redesign.user.js,/Users/steven/Downloads/backup-chrome-2025-12-28T22-15-17-030Z/DeepSeek Redesign.user.js,/Users/steven/Downloads/backup-chrome-2025-12-28T22-15-17-030Z,6644,6.49KB,2,13288,12.98KB,6644,6.49KB,NO,DELETE (if identical)
582,The_Heartland_Doesn’t_Speak_(duo)349_analysis.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents/The_Heartland_Doesn’t_Speak_(duo)349_analysis.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents,4425,4.32KB,3,13275,12.96KB,0,0B,YES,KEEP
582,The_Heartland_Doesn’t_Speak_(duo)349_analysis.txt,/Users/steven/Music/analysis/The_Heartland_Doesn’t_Speak_(duo)349_analysis.txt,/Users/steven/Music/analysis,4425,4.32KB,3,13275,12.96KB,8850,8.64KB,NO,DELETE (if identical)
582,The_Heartland_Doesn’t_Speak_(duo)349_analysis.txt,/Users/steven/Music/nocTurneMeLoDieS/analysis/The_Heartland_Doesn’t_Speak_(duo)349_analysis.txt,/Users/steven/Music/nocTurneMeLoDieS/analysis,4425,4.32KB,3,13275,12.96KB,8850,8.64KB,NO,DELETE (if identical)
