Group_ID,File_Name,Full_Path,Parent_Directory,Size_Bytes,Size_Human,Content_Hash,File_Count_In_Group,Total_Group_Size_Bytes,Total_Group_Size_Human,Potential_Savings_Bytes,Potential_Savings_Human,Keep_File,Action,Note
706,Love_is_rubbish_Let's_Get_Trashy_(plucky_indieRemix)257_analysis.txt,/Users/steven/Music/nocTurneMeLoDieS/analysis/Love_is_rubbish_Let's_Get_Trashy_(plucky_indieRemix)257_analysis.txt,/Users/steven/Music/nocTurneMeLoDieS/analysis,4158,4.06KB,8e8e21c339da0c9daf39e3d70fba167d,2,8316,8.12KB,4158,4.06KB,NO,DELETE (if identical),Content-identical
707,Descriptives-woodcarver-songs-322_analysis.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents/Descriptives-woodcarver-songs-322_analysis.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents,4144,4.05KB,a8255ebe691718af51bab641f0e34aa9,2,8288,8.09KB,0,0B,YES,KEEP,Content-identical
707,Descriptives-woodcarver-songs-322_analysis.txt,/Users/steven/Music/nocTurneMeLoDieS/analysis/Descriptives-woodcarver-songs-322_analysis.txt,/Users/steven/Music/nocTurneMeLoDieS/analysis,4144,4.05KB,a8255ebe691718af51bab641f0e34aa9,2,8288,8.09KB,4144,4.05KB,NO,DELETE (if identical),Content-identical
708,photoswipe.css,/Users/steven/Pictures/2025-simgall/css/photoswipe.css,/Users/steven/Pictures/2025-simgall/css,4137,4.04KB,a78e12d3a036307b9ef08fc063278e02,2,8274,8.08KB,0,0B,YES,KEEP,Content-identical
708,photoswipe.css,/Users/steven/Pictures/leo/css/photoswipe.css,/Users/steven/Pictures/leo/css,4137,4.04KB,a78e12d3a036307b9ef08fc063278e02,2,8274,8.08KB,4137,4.04KB,NO,DELETE (if identical),Content-identical
709,Angieaparo-rocketMan_Cover_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS/Angieaparo-rocketMan_Cover_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS,4136,4.04KB,f1f011f368443f4e3540e62de0d89f89,2,8272,8.08KB,0,0B,YES,KEEP,Content-identical
709,Angieaparo-rocketMan_Cover_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/Angieaparo-rocketMan_Cover_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,4136,4.04KB,f1f011f368443f4e3540e62de0d89f89,2,8272,8.08KB,4136,4.04KB,NO,DELETE (if identical),Content-identical
710,in-this-alley-where-i-hide-grunge259☠️_analysis.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents/in-this-alley-where-i-hide-grunge259☠️_analysis.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents,4123,4.03KB,2f705c2b7faed55b9343d1792738fa1a,2,8246,8.05KB,0,0B,YES,KEEP,Content-identical
710,in-this-alley-where-i-hide-grunge259☠️_analysis.txt,/Users/steven/Music/nocTurneMeLoDieS/analysis/in-this-alley-where-i-hide-grunge259☠️_analysis.txt,/Users/steven/Music/nocTurneMeLoDieS/analysis,4123,4.03KB,2f705c2b7faed55b9343d1792738fa1a,2,8246,8.05KB,4123,4.03KB,NO,DELETE (if identical),Content-identical
711,CLEANUP_SUMMARY_EXECUTIVE.md,/Users/steven/AVATARARTS/CLEANUP_SUMMARY_EXECUTIVE.md,/Users/steven/AVATARARTS,4119,4.02KB,e535a60fa223f3117af4f30d8cf28581,2,8238,8.04KB,0,0B,YES,KEEP,Content-identical
711,CLEANUP_SUMMARY_EXECUTIVE.md,/Users/steven/AVATARARTS/exports/dedupe_operations_20260101/CLEANUP_SUMMARY_EXECUTIVE.md,/Users/steven/AVATARARTS/exports/dedupe_operations_20260101,4119,4.02KB,e535a60fa223f3117af4f30d8cf28581,2,8238,8.04KB,4119,4.02KB,NO,DELETE (if identical),Content-identical
712,test_gallery_build.py,/Users/steven/pythons/simplrgallery-code/simplegallery1/test/test_gallery_build.py,/Users/steven/pythons/simplrgallery-code/simplegallery1/test,4117,4.02KB,9bbedba01a0b968d7aee89d541631058,2,8234,8.04KB,0,0B,YES,KEEP,Content-identical
712,test_gallery_build.py,/Users/steven/pythons/simplrgallery-code/simplegallery2/test/test_gallery_build.py,/Users/steven/pythons/simplrgallery-code/simplegallery2/test,4117,4.02KB,9bbedba01a0b968d7aee89d541631058,2,8234,8.04KB,4117,4.02KB,NO,DELETE (if identical),Content-identical
713,The_Heartland_Doesn’t_Speak351_analysis.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents/The_Heartland_Doesn’t_Speak351_analysis.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents,4097,4.00KB,bff5396a90af5fe04b75f27dbc05d6f2,2,8194,8.00KB,0,0B,YES,KEEP,Content-identical
713,The_Heartland_Doesn’t_Speak351_analysis.txt,/Users/steven/Music/nocTurneMeLoDieS/analysis/The_Heartland_Doesn’t_Speak351_analysis.txt,/Users/steven/Music/nocTurneMeLoDieS/analysis,4097,4.00KB,bff5396a90af5fe04b75f27dbc05d6f2,2,8194,8.00KB,4097,4.00KB,NO,DELETE (if identical),Content-identical
714,heart_cover_Edit_1_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS/heart_cover_Edit_1_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS,4092,4.00KB,6a0e10910b5ebd2bb6c9738eb3246205,2,8184,7.99KB,0,0B,YES,KEEP,Content-identical
714,heart_cover_Edit_1_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/heart_cover_Edit_1_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,4092,4.00KB,6a0e10910b5ebd2bb6c9738eb3246205,2,8184,7.99KB,4092,4.00KB,NO,DELETE (if identical),Content-identical
715,rocketMan-plucky_Cover_2_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS/rocketMan-plucky_Cover_2_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS,4090,3.99KB,03bd527ed9c35431f02baeaedd0d35c1,2,8180,7.99KB,0,0B,YES,KEEP,Content-identical
715,rocketMan-plucky_Cover_2_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/rocketMan-plucky_Cover_2_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,4090,3.99KB,03bd527ed9c35431f02baeaedd0d35c1,2,8180,7.99KB,4090,3.99KB,NO,DELETE (if identical),Content-identical
716,LoVe_is_RuBBisH_and_RuBBiSh_is_LoVe2_47_analysis.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents/LoVe_is_RuBBisH_and_RuBBiSh_is_LoVe2_47_analysis.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents,4085,3.99KB,3743d1d0f8950999ca0ee1508755c459,2,8170,7.98KB,0,0B,YES,KEEP,Content-identical
716,LoVe_is_RuBBisH_and_RuBBiSh_is_LoVe2_47_analysis.txt,/Users/steven/Music/nocTurneMeLoDieS/analysis/LoVe_is_RuBBisH_and_RuBBiSh_is_LoVe2_47_analysis.txt,/Users/steven/Music/nocTurneMeLoDieS/analysis,4085,3.99KB,3743d1d0f8950999ca0ee1508755c459,2,8170,7.98KB,4085,3.99KB,NO,DELETE (if identical),Content-identical
717,DEDUPE_MERGE_DIFF_REPORT_20260101_105926.md,/Users/steven/AVATARARTS/DEDUPE_MERGE_DIFF_REPORT_20260101_105926.md,/Users/steven/AVATARARTS,4081,3.99KB,a0715db2dc4f51af0748620a2915e38b,2,8162,7.97KB,0,0B,YES,KEEP,Content-identical
717,DEDUPE_MERGE_DIFF_REPORT_20260101_105926.md,/Users/steven/AVATARARTS/exports/dedupe_operations_20260101/DEDUPE_MERGE_DIFF_REPORT_20260101_105926.md,/Users/steven/AVATARARTS/exports/dedupe_operations_20260101,4081,3.99KB,a0715db2dc4f51af0748620a2915e38b,2,8162,7.97KB,4081,3.99KB,NO,DELETE (if identical),Content-identical
718,typography_cover_image.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents/typography_cover_image.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents,2039,1.99KB,7d39c46865cc04b897b9c98f44b2bf14,4,8156,7.96KB,0,0B,YES,KEEP,"Content-identical, different names"
718,typography cover image.txt,/Users/steven/GitHub/AvaTarArTs-Suite/docs/reports/typography cover image.txt,/Users/steven/GitHub/AvaTarArTs-Suite/docs/reports,2039,1.99KB,7d39c46865cc04b897b9c98f44b2bf14,4,8156,7.96KB,6117,5.97KB,NO,DELETE (if identical),"Content-identical, different names"
718,typography cover image.txt,/Users/steven/pythons/txt/typography cover image.txt,/Users/steven/pythons/txt,2039,1.99KB,7d39c46865cc04b897b9c98f44b2bf14,4,8156,7.96KB,6117,5.97KB,NO,DELETE (if identical),"Content-identical, different names"
718,typography cover image_1.txt,/Users/steven/pythons/txt/typography cover image_1.txt,/Users/steven/pythons/txt,2039,1.99KB,7d39c46865cc04b897b9c98f44b2bf14,4,8156,7.96KB,6117,5.97KB,NO,DELETE (if identical),"Content-identical, different names"
719,Shadow Messages.txt,/Users/steven/Documents/Shadow Messages.txt,/Users/steven/Documents,4068,3.97KB,b0a6a88d090e737fa4a896192f6289ab,2,8136,7.95KB,0,0B,YES,KEEP,"Content-identical, different names"
719,Shadow Messages_analysis.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/OTHER/Shadow Messages_analysis.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/OTHER,4068,3.97KB,b0a6a88d090e737fa4a896192f6289ab,2,8136,7.95KB,4068,3.97KB,NO,DELETE (if identical),"Content-identical, different names"
720,The_Heartland_Doesn’t_Speak349_analysis.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents/The_Heartland_Doesn’t_Speak349_analysis.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents,4039,3.94KB,34f3d52d643e26a7816a03b85a7f2313,2,8078,7.89KB,0,0B,YES,KEEP,Content-identical
720,The_Heartland_Doesn’t_Speak349_analysis.txt,/Users/steven/Music/nocTurneMeLoDieS/analysis/The_Heartland_Doesn’t_Speak349_analysis.txt,/Users/steven/Music/nocTurneMeLoDieS/analysis,4039,3.94KB,34f3d52d643e26a7816a03b85a7f2313,2,8078,7.89KB,4039,3.94KB,NO,DELETE (if identical),Content-identical
721,autofill.json,/Users/steven/Documents/json/openai-api/autofill.json,/Users/steven/Documents/json/openai-api,4029,3.93KB,eeef9136cdd55b4aeae1f713820a3472,2,8058,7.87KB,0,0B,YES,KEEP,"Content-identical, different names"
721,autofill.py.json,/Users/steven/pythons/DATA_UTILITIES/spreadsheet_tools/.lh/autofill.py.json,/Users/steven/pythons/DATA_UTILITIES/spreadsheet_tools/.lh,4029,3.93KB,eeef9136cdd55b4aeae1f713820a3472,2,8058,7.87KB,4029,3.93KB,NO,DELETE (if identical),"Content-identical, different names"
722,Stacie_the_Wind_Don_t_Ask_Why332_2_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS/Stacie_the_Wind_Don_t_Ask_Why332_2_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS,4018,3.92KB,2024121bb1191bd196c431c2edf5b22a,2,8036,7.85KB,0,0B,YES,KEEP,Content-identical
722,Stacie_the_Wind_Don_t_Ask_Why332_2_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/Stacie_the_Wind_Don_t_Ask_Why332_2_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,4018,3.92KB,2024121bb1191bd196c431c2edf5b22a,2,8036,7.85KB,4018,3.92KB,NO,DELETE (if identical),Content-identical
723,Stacie_the_Wind_Don_t_Ask_Why332_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS/Stacie_the_Wind_Don_t_Ask_Why332_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS,4012,3.92KB,d74881dbb1ea6babec0a0b96f004f65b,2,8024,7.84KB,0,0B,YES,KEEP,Content-identical
723,Stacie_the_Wind_Don_t_Ask_Why332_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/Stacie_the_Wind_Don_t_Ask_Why332_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,4012,3.92KB,d74881dbb1ea6babec0a0b96f004f65b,2,8024,7.84KB,4012,3.92KB,NO,DELETE (if identical),Content-identical
724,large-gallery.css,/Users/steven/Pictures/oct/public/css/large-gallery.css,/Users/steven/Pictures/oct/public/css,3989,3.90KB,7c20e523aa0e0f4f24ddfcebe3f246a8,2,7978,7.79KB,0,0B,YES,KEEP,Content-identical
724,large-gallery.css,/Users/steven/pythons/simplegallery/dalle_public/css/large-gallery.css,/Users/steven/pythons/simplegallery/dalle_public/css,3989,3.90KB,7c20e523aa0e0f4f24ddfcebe3f246a8,2,7978,7.79KB,3989,3.90KB,NO,DELETE (if identical),Content-identical
725,Angieaparo-rocketMan_Extend_2_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS/Angieaparo-rocketMan_Extend_2_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS,3988,3.89KB,e12ae9b350f8d5ed8ab4564c097bbd12,2,7976,7.79KB,0,0B,YES,KEEP,Content-identical
725,Angieaparo-rocketMan_Extend_2_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/Angieaparo-rocketMan_Extend_2_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,3988,3.89KB,e12ae9b350f8d5ed8ab4564c097bbd12,2,7976,7.79KB,3988,3.89KB,NO,DELETE (if identical),Content-identical
726,Gaming_Content_Creation_Ideas.md,/Users/steven/AVATARARTS/ai-ml-notes/Gaming_Content_Creation_Ideas.md,/Users/steven/AVATARARTS/ai-ml-notes,3985,3.89KB,c29bc78adcb248be27e83fcf401e3b37,2,7970,7.78KB,0,0B,YES,KEEP,"Content-identical, different names"
726,3-28-59-Gaming_Content_Creation_Ideas.md,/Users/steven/Downloads/2025-09-04-conversations/2025-2-8/3-28-59-Gaming_Content_Creation_Ideas.md,/Users/steven/Downloads/2025-09-04-conversations/2025-2-8,3985,3.89KB,c29bc78adcb248be27e83fcf401e3b37,2,7970,7.78KB,3985,3.89KB,NO,DELETE (if identical),"Content-identical, different names"
727,Heartbeats in the Dark 6_311_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/Heartbeats in the Dark 6_311_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1987,1.94KB,ee38d8e85e9ade3e85256872fbde8170,4,7948,7.76KB,0,0B,YES,KEEP,"Content-identical, different names"
727,Heartbeats in the Dark_6_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/Heartbeats in the Dark_6_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1987,1.94KB,ee38d8e85e9ade3e85256872fbde8170,4,7948,7.76KB,5961,5.82KB,NO,DELETE (if identical),"Content-identical, different names"
727,Heartbeats_in_the_Dark_Remastered_alt1_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/Heartbeats_in_the_Dark_Remastered_alt1_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1987,1.94KB,ee38d8e85e9ade3e85256872fbde8170,4,7948,7.76KB,5961,5.82KB,NO,DELETE (if identical),"Content-identical, different names"
727,Heartbeats_in_the_Dark_Remastered_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/Heartbeats_in_the_Dark_Remastered_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1987,1.94KB,ee38d8e85e9ade3e85256872fbde8170,4,7948,7.76KB,5961,5.82KB,NO,DELETE (if identical),"Content-identical, different names"
728,Stacie’s_Dust_and_Flame254❤️_analysis.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents/Stacie’s_Dust_and_Flame254❤️_analysis.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents,3971,3.88KB,485143a723231ba8d278c4cabddd1144,2,7942,7.76KB,0,0B,YES,KEEP,Content-identical
728,Stacie’s_Dust_and_Flame254❤️_analysis.txt,/Users/steven/Music/nocTurneMeLoDieS/analysis/Stacie’s_Dust_and_Flame254❤️_analysis.txt,/Users/steven/Music/nocTurneMeLoDieS/analysis,3971,3.88KB,485143a723231ba8d278c4cabddd1144,2,7942,7.76KB,3971,3.88KB,NO,DELETE (if identical),Content-identical
729,MoonlyAlley-240___Suno_(Remix)_analysis.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents/MoonlyAlley-240___Suno_(Remix)_analysis.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents,3948,3.86KB,1494175247b6abd4c4bc2b75a32db611,2,7896,7.71KB,0,0B,YES,KEEP,Content-identical
729,MoonlyAlley-240___Suno_(Remix)_analysis.txt,/Users/steven/Music/nocTurneMeLoDieS/analysis/MoonlyAlley-240___Suno_(Remix)_analysis.txt,/Users/steven/Music/nocTurneMeLoDieS/analysis,3948,3.86KB,1494175247b6abd4c4bc2b75a32db611,2,7896,7.71KB,3948,3.86KB,NO,DELETE (if identical),Content-identical
730,PeTasLs_analysis.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents/PeTasLs_analysis.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents,3929,3.84KB,af6fa7ed56fa8e2c7ce6072f67ace929,2,7858,7.67KB,0,0B,YES,KEEP,Content-identical
730,PeTasLs_analysis.txt,/Users/steven/Music/nocTurneMeLoDieS/analysis/PeTasLs_analysis.txt,/Users/steven/Music/nocTurneMeLoDieS/analysis,3929,3.84KB,af6fa7ed56fa8e2c7ce6072f67ace929,2,7858,7.67KB,3929,3.84KB,NO,DELETE (if identical),Content-identical
731,Code_Merging_and_Refinement.md,/Users/steven/AVATARARTS/ai-ml-notes/Code_Merging_and_Refinement.md,/Users/steven/AVATARARTS/ai-ml-notes,3919,3.83KB,447350ea9b6ae74ffaf2b9fbec50471b,2,7838,7.65KB,0,0B,YES,KEEP,"Content-identical, different names"
731,17-0-21-Code_Merging_and_Refinement.md,/Users/steven/Downloads/2025-09-04-conversations/2025-3-29/17-0-21-Code_Merging_and_Refinement.md,/Users/steven/Downloads/2025-09-04-conversations/2025-3-29,3919,3.83KB,447350ea9b6ae74ffaf2b9fbec50471b,2,7838,7.65KB,3919,3.83KB,NO,DELETE (if identical),"Content-identical, different names"
732,Enchanted Woods2_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS/Enchanted Woods2_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS,1954,1.91KB,180ab9721bf70749bebf08b011230821,4,7816,7.63KB,0,0B,YES,KEEP,"Content-identical, different names"
732,Enchanted Woods2_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/Enchanted Woods2_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1954,1.91KB,180ab9721bf70749bebf08b011230821,4,7816,7.63KB,5862,5.72KB,NO,DELETE (if identical),"Content-identical, different names"
732,Enchanted_Woods331_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/Enchanted_Woods331_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1954,1.91KB,180ab9721bf70749bebf08b011230821,4,7816,7.63KB,5862,5.72KB,NO,DELETE (if identical),"Content-identical, different names"
732,Enchanted_Woods_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/Enchanted_Woods_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1954,1.91KB,180ab9721bf70749bebf08b011230821,4,7816,7.63KB,5862,5.72KB,NO,DELETE (if identical),"Content-identical, different names"
733,helpers.py,/Users/steven/pythons/simplegallery/test/helpers.py,/Users/steven/pythons/simplegallery/test,2601,2.54KB,ec6604f3cee3aa0a391cc591487abbe7,3,7803,7.62KB,0,0B,YES,KEEP,Content-identical
733,helpers.py,/Users/steven/pythons/simplrgallery-code/simplegallery1/test/helpers.py,/Users/steven/pythons/simplrgallery-code/simplegallery1/test,2601,2.54KB,ec6604f3cee3aa0a391cc591487abbe7,3,7803,7.62KB,5202,5.08KB,NO,DELETE (if identical),Content-identical
733,helpers.py,/Users/steven/pythons/simplrgallery-code/simplegallery2/test/helpers.py,/Users/steven/pythons/simplrgallery-code/simplegallery2/test,2601,2.54KB,ec6604f3cee3aa0a391cc591487abbe7,3,7803,7.62KB,5202,5.08KB,NO,DELETE (if identical),Content-identical
734,Dystopian_Visual_Design.md,/Users/steven/AVATARARTS/ai-ml-notes/Dystopian_Visual_Design.md,/Users/steven/AVATARARTS/ai-ml-notes,3899,3.81KB,39ae88a4403555a4b06b95ed90ba2751,2,7798,7.62KB,0,0B,YES,KEEP,"Content-identical, different names"
734,7-19-52-Dystopian_Visual_Design.md,/Users/steven/Downloads/2025-09-04-conversations/2025-4-5/7-19-52-Dystopian_Visual_Design.md,/Users/steven/Downloads/2025-09-04-conversations/2025-4-5,3899,3.81KB,39ae88a4403555a4b06b95ed90ba2751,2,7798,7.62KB,3899,3.81KB,NO,DELETE (if identical),"Content-identical, different names"
735,Brand_Identity_Concept.md,/Users/steven/AVATARARTS/ai-ml-notes/Brand_Identity_Concept.md,/Users/steven/AVATARARTS/ai-ml-notes,3892,3.80KB,eb1403be9b849b0d843165bbc4762a6d,2,7784,7.60KB,0,0B,YES,KEEP,"Content-identical, different names"
735,10-51-8-Brand_Identity_Concept.md,/Users/steven/Downloads/2025-09-04-conversations/2025-3-5/10-51-8-Brand_Identity_Concept.md,/Users/steven/Downloads/2025-09-04-conversations/2025-3-5,3892,3.80KB,eb1403be9b849b0d843165bbc4762a6d,2,7784,7.60KB,3892,3.80KB,NO,DELETE (if identical),"Content-identical, different names"
736,Love_in_Imperfection_-Bmess-Folk-Dark-323_analysis.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents/Love_in_Imperfection_-Bmess-Folk-Dark-323_analysis.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents,3891,3.80KB,ac89096dbc872dda58815159d32e0938,2,7782,7.60KB,0,0B,YES,KEEP,Content-identical
736,Love_in_Imperfection_-Bmess-Folk-Dark-323_analysis.txt,/Users/steven/Music/nocTurneMeLoDieS/analysis/Love_in_Imperfection_-Bmess-Folk-Dark-323_analysis.txt,/Users/steven/Music/nocTurneMeLoDieS/analysis,3891,3.80KB,ac89096dbc872dda58815159d32e0938,2,7782,7.60KB,3891,3.80KB,NO,DELETE (if identical),Content-identical
737,Love_is_rubbish_Let's_Get_Trashy_(Remastered)-350_analysis.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents/Love_is_rubbish_Let's_Get_Trashy_(Remastered)-350_analysis.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents,2592,2.53KB,1d71eb2b609bd13d831f82a973bf6cb9,3,7776,7.59KB,0,0B,YES,KEEP,Content-identical
737,Love_is_rubbish_Let's_Get_Trashy_(Remastered)-350_analysis.txt,/Users/steven/Music/analysis/Love_is_rubbish_Let's_Get_Trashy_(Remastered)-350_analysis.txt,/Users/steven/Music/analysis,2592,2.53KB,1d71eb2b609bd13d831f82a973bf6cb9,3,7776,7.59KB,5184,5.06KB,NO,DELETE (if identical),Content-identical
737,Love_is_rubbish_Let's_Get_Trashy_(Remastered)-350_analysis.txt,/Users/steven/Music/nocTurneMeLoDieS/analysis/Love_is_rubbish_Let's_Get_Trashy_(Remastered)-350_analysis.txt,/Users/steven/Music/nocTurneMeLoDieS/analysis,2592,2.53KB,1d71eb2b609bd13d831f82a973bf6cb9,3,7776,7.59KB,5184,5.06KB,NO,DELETE (if identical),Content-identical
738,Blues_in_the_Alley_Haunted_Strings_Nocturnal_Notes_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS/Blues_in_the_Alley_Haunted_Strings_Nocturnal_Notes_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS,1296,1.27KB,c2f6eb134fe293380f037b559e65963f,6,7776,7.59KB,0,0B,YES,KEEP,"Content-identical, different names"
738,Blues_in_the_Alley239_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/Blues_in_the_Alley239_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1296,1.27KB,c2f6eb134fe293380f037b559e65963f,6,7776,7.59KB,6480,6.33KB,NO,DELETE (if identical),"Content-identical, different names"
738,Blues_in_the_Alley340_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/Blues_in_the_Alley340_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1296,1.27KB,c2f6eb134fe293380f037b559e65963f,6,7776,7.59KB,6480,6.33KB,NO,DELETE (if identical),"Content-identical, different names"
738,Blues_in_the_Alley359_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/Blues_in_the_Alley359_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1296,1.27KB,c2f6eb134fe293380f037b559e65963f,6,7776,7.59KB,6480,6.33KB,NO,DELETE (if identical),"Content-identical, different names"
738,Blues_in_the_Alley_Haunted_Strings_Nocturnal_Notes_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/Blues_in_the_Alley_Haunted_Strings_Nocturnal_Notes_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1296,1.27KB,c2f6eb134fe293380f037b559e65963f,6,7776,7.59KB,6480,6.33KB,NO,DELETE (if identical),"Content-identical, different names"
738,blues_in_the_alley315_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/blues_in_the_alley315_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1296,1.27KB,c2f6eb134fe293380f037b559e65963f,6,7776,7.59KB,6480,6.33KB,NO,DELETE (if identical),"Content-identical, different names"
739,WorkShop_Worries-359_analysis.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents/WorkShop_Worries-359_analysis.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents,3884,3.79KB,ac5093831887cf1730e369fd5b7b3f77,2,7768,7.59KB,0,0B,YES,KEEP,Content-identical
739,WorkShop_Worries-359_analysis.txt,/Users/steven/Music/nocTurneMeLoDieS/analysis/WorkShop_Worries-359_analysis.txt,/Users/steven/Music/nocTurneMeLoDieS/analysis,3884,3.79KB,ac5093831887cf1730e369fd5b7b3f77,2,7768,7.59KB,3884,3.79KB,NO,DELETE (if identical),Content-identical
