old_path,action,reason,size_mb,similarity
BUSINESS/projects/retention-suite-complete/templates-marketplace/generated_templates/website_templates_business_003,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/templates-marketplace/generated_templates/website_templates_business_003 (80.0% similar),0.015625,80.0%
BUSINESS/projects/retention-suite-complete/templates-marketplace/generated_templates/website_templates_blog_004,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/templates-marketplace/generated_templates/website_templates_blog_004 (80.0% similar),0.015625,80.0%
BUSINESS/projects/retention-suite-complete/templates-marketplace/generated_templates/email_templates_promotional_003,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/templates-marketplace/generated_templates/email_templates_promotional_003 (80.0% similar),0.015625,80.0%
BUSINESS/projects/retention-suite-complete/templates-marketplace/generated_templates/website_templates_portfolio_005,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/templates-marketplace/generated_templates/website_templates_portfolio_005 (80.0% similar),0.015625,80.0%
BUSINESS/projects/retention-suite-complete/templates-marketplace/generated_templates/email_templates_followup_002,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/templates-marketplace/generated_templates/email_templates_followup_002 (80.0% similar),0.015625,80.0%
BUSINESS/projects/retention-suite-complete/templates-marketplace/generated_templates/email_templates_welcome_001,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/templates-marketplace/generated_templates/email_templates_welcome_001 (80.0% similar),0.015625,80.0%
BUSINESS/projects/retention-suite-complete/templates-marketplace/generated_templates/print_templates_posters_003,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/templates-marketplace/generated_templates/print_templates_posters_003 (80.0% similar),0.015625,80.0%
CONTENT_ASSETS/ai-sites/ai-sites/retention-products-suite/mobile-apps/creative_ai_mobile_studio,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/mobile-apps/creative_ai_mobile_studio (100.0% similar),0.015625,100.0%
ai-sites/retention-products-suite/mobile-apps/creative_ai_mobile_studio,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/mobile-apps/creative_ai_mobile_studio (100.0% similar),0.015625,100.0%
BUSINESS/marketplace/creative-ai-marketplace/core/nft_generator,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/marketplace/core/nft_generator (100.0% similar),0.015625,100.0%
CONTENT_ASSETS/ai-sites/ai-sites/creative-ai-marketplace/core/nft_generator,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/marketplace/core/nft_generator (100.0% similar),0.015625,100.0%
ai-sites/creative-ai-marketplace/core/nft_generator,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/marketplace/core/nft_generator (100.0% similar),0.015625,100.0%
BUSINESS/passive-income/passive-income-empire/marketing/onpage,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/IN-DEVELOPMENT/passive-income/marketing/onpage (100.0% similar),0.015625,100.0%
CONTENT_ASSETS/ai-sites/ai-sites/passive-income-empire/marketing/onpage,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/IN-DEVELOPMENT/passive-income/marketing/onpage (100.0% similar),0.015625,100.0%
CONTENT_ASSETS/ai-sites/ai-sites/marketing/onpage,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/IN-DEVELOPMENT/passive-income/marketing/onpage (100.0% similar),0.015625,100.0%
ai-sites/passive-income-empire/marketing/onpage,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/IN-DEVELOPMENT/passive-income/marketing/onpage (100.0% similar),0.015625,100.0%
ai-sites/marketing/onpage,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/IN-DEVELOPMENT/passive-income/marketing/onpage (100.0% similar),0.015625,100.0%
ai-sites/disco/mp3/NoteGPT_AI_Podcast_1748818760741,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/NoteGPT_AI_Podcast_1748818760741 (100.0% similar),0.015625,100.0%
ai-sites/disco/mp3/html-grid,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/html-grid (100.0% similar),0.015625,100.0%
ai-sites/disco/mp3/NoteGPT_AI_Podcast_1748823388204,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/NoteGPT_AI_Podcast_1748823388204 (100.0% similar),0.015625,100.0%
ai-sites/disco/mp3/theVoidAsPrimoridslSource-Podcast,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/theVoidAsPrimoridslSource-Podcast (100.0% similar),0.015625,100.0%
ai-sites/steven-chaplinski-website/content/resources/CONTENT_AWARE_CHAT_ANALYSIS/01_Projects/!_us__bi__e_v pytho_3__________AvaTa_A_Ts P_oject ,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/steven-chaplinski-website/content/resources/CONTENT_AWARE_CHAT_ANALYSIS/01_Projects/!_us__bi__e_v pytho_3__________AvaTa_A_Ts P_oject  (100.0% similar),0.015625,100.0%
"ai-sites/steven-chaplinski-website/content/resources/CONTENT_AWARE_CHAT_ANALYSIS/01_Projects/ simila_ comma_ds fo_ 02_Audio, 03_Images, 04_D",MERGE_REMOVE,"Similar to CONTENT_ASSETS/ai-sites/ai-sites/steven-chaplinski-website/content/resources/CONTENT_AWARE_CHAT_ANALYSIS/01_Projects/ simila_ comma_ds fo_ 02_Audio, 03_Images, 04_D (100.0% similar)",0.015625,100.0%
"ai-sites/steven-chaplinski-website/content/resources/CONTENT_AWARE_CHAT_ANALYSIS/01_Projects/SEO optimizatio_ a_d ma_keti_g st_ategies__,__    ",MERGE_REMOVE,"Similar to CONTENT_ASSETS/ai-sites/ai-sites/steven-chaplinski-website/content/resources/CONTENT_AWARE_CHAT_ANALYSIS/01_Projects/SEO optimizatio_ a_d ma_keti_g st_ategies__,__     (100.0% similar)",0.015625,100.0%
ai-sites/ai-content-studio/core/ai_integrations,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/ai-content-studio/core/ai_integrations (100.0% similar),0.015625,100.0%
ai-sites/content-management/retention-hub/publish,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/content-management/retention-hub/publish (100.0% similar),0.015625,100.0%
ai-sites/automation/quick-wins,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/automation/quick-wins (100.0% similar),0.015625,100.0%
ai-sites/heavenlyHands/cleanconnect-leads,REMOVE,Duplicate of ai-sites/heavenlyHands copy/cleanconnect-leads,0.01171875,100.0%
ARCHIVES_BACKUPS/archive/system/advanced-systems/content_intelligence/utils,REMOVE,Duplicate of BUSINESS/projects/marketplace/products/hookmark-pro/utils,0.01171875,100.0%
CONTENT_ASSETS/ai-sites/ai-sites/heavenlyHands copy/cleanconnect-leads,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/LIVE-SITES/heavenlyhands/cleanconnect-leads (100.0% similar),0.01171875,100.0%
CONTENT_ASSETS/ai-sites/ai-sites/heavenlyHands/cleanconnect-leads,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/LIVE-SITES/heavenlyhands/cleanconnect-leads (100.0% similar),0.01171875,100.0%
ai-sites/heavenlyHands copy/cleanconnect-leads,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/LIVE-SITES/heavenlyhands/cleanconnect-leads (100.0% similar),0.01171875,100.0%
ai-sites/heavenlyHands/cleanconnect-leads,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/LIVE-SITES/heavenlyhands/cleanconnect-leads (100.0% similar),0.01171875,100.0%
BUSINESS/projects/marketplace/products/hookmark-pro/utils,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/content_intelligence/utils (100.0% similar),0.01171875,100.0%
ai-sites/disco/mp3/NoteGPT_AI_Podcast_1748819998017,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/NoteGPT_AI_Podcast_1748819998017 (100.0% similar),0.01171875,100.0%
ai-sites/disco/mp3/Beautiful_Mess_v4,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Beautiful_Mess_v4 (100.0% similar),0.01171875,100.0%
ai-sites/content-management/retention-hub/recipes,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/content-management/retention-hub/recipes (100.0% similar),0.01171875,100.0%
ai-sites/content-management/retention-hub/exporter,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/content-management/retention-hub/exporter (100.0% similar),0.01171875,100.0%
ai-sites/automation/performance,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/automation/performance (100.0% similar),0.01171875,100.0%
ai-sites/monetization/music-licensing,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/monetization/music-licensing (100.0% similar),0.01171875,100.0%
ai-sites/Gallery Generator/city-16-9/test,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/Gallery Generator/city-16-9/test (100.0% similar),0.01171875,100.0%
BUSINESS/projects/retention-suite-complete/gamification-systems,REMOVE,Duplicate of ai-sites/retention-products-suite/gamification-systems,0.0078125,100.0%
ai-sites/heavenlyHands/cleanconnect-pro-enhanced,REMOVE,Duplicate of ai-sites/heavenlyHands copy/cleanconnect-pro-enhanced,0.0078125,100.0%
ai-sites/disco/mp3/Island_of_Dreams,REMOVE,Duplicate of ai-sites/disco/mp3/Island of Dreams,0.0078125,100.0%
ai-sites/disco/mp3/in-this--aLLey-where-i-hiDe_1_1 copy,REMOVE,Duplicate of ai-sites/disco/mp3/in-this--aLLey-where-i-hiDe_1_1,0.0078125,100.0%
BUSINESS/projects/retention-suite-complete/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_05_typography_with_ai,REMOVE,Duplicate of ai-sites/retention-products-suite/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_05_typography_with_ai,0.0078125,100.0%
BUSINESS/projects/retention-suite-complete/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_02_ai-powered_logo_design,REMOVE,Duplicate of ai-sites/retention-products-suite/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_02_ai-powered_logo_design,0.0078125,100.0%
BUSINESS/projects/retention-suite-complete/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_01_ai_design_tools_overview,REMOVE,Duplicate of ai-sites/retention-products-suite/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_01_ai_design_tools_overview,0.0078125,100.0%
BUSINESS/projects/retention-suite-complete/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_03_automated_layout_generation,REMOVE,Duplicate of ai-sites/retention-products-suite/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_03_automated_layout_generation,0.0078125,100.0%
BUSINESS/projects/retention-suite-complete/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_04_video_content_with_ai,REMOVE,Duplicate of ai-sites/retention-products-suite/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_04_video_content_with_ai,0.0078125,100.0%
BUSINESS/projects/retention-suite-complete/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_01_introduction_to_ai_content_creation,REMOVE,Duplicate of ai-sites/retention-products-suite/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_01_introduction_to_ai_content_creation,0.0078125,100.0%
BUSINESS/projects/retention-suite-complete/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_03_ai_image_generation_techniques,REMOVE,Duplicate of ai-sites/retention-products-suite/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_03_ai_image_generation_techniques,0.0078125,100.0%
BUSINESS/projects/retention-suite-complete/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_05_content_strategy_&_planning,REMOVE,Duplicate of ai-sites/retention-products-suite/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_05_content_strategy_&_planning,0.0078125,100.0%
BUSINESS/projects/retention-suite-complete/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_02_mastering_ai_writing_tools,REMOVE,Duplicate of ai-sites/retention-products-suite/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_02_mastering_ai_writing_tools,0.0078125,100.0%
BUSINESS/projects/retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_01_marketing_automation_fundamentals,REMOVE,Duplicate of ai-sites/retention-products-suite/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_01_marketing_automation_fundamentals,0.0078125,100.0%
BUSINESS/projects/retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_05_analytics_&_optimization,REMOVE,Duplicate of ai-sites/retention-products-suite/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_05_analytics_&_optimization,0.0078125,100.0%
BUSINESS/projects/retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_06_advanced_automation_strategies,REMOVE,Duplicate of ai-sites/retention-products-suite/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_06_advanced_automation_strategies,0.0078125,100.0%
ai-sites/heavenlyHands/cleanconnect-pro/backend/prisma,REMOVE,Duplicate of ai-sites/heavenlyHands copy/cleanconnect-pro/backend/prisma,0.0078125,100.0%
CONTENT_ASSETS/music-empire/suno-analytics-seo/suno-api/.git/refs/remotes/upstream,REMOVE,Duplicate of CONTENT_ASSETS/music-empire/suno-analytics-seo/suno-api/.git/logs/refs/remotes/upstream,0.0078125,100.0%
CONTENT_ASSETS/audio-content/podcasts-audiobooks/Aeo-Seo-Podcast-Stories/Elions_Divine_Quest/Elions Divine Quest Unveiling Secrets_With Each Step/files,REMOVE,Duplicate of CONTENT_ASSETS/audio-content/podcasts-audiobooks/Aeo-Seo-Podcast-Stories/Elions_Divine_Quest/Elions Divine Quest Unveiling Secrets_As He Embraced T/files,0.0078125,100.0%
CONTENT_ASSETS/audio-content/podcasts-audiobooks/Aeo-Seo-Podcast-Stories/Elions_Divine_Quest/Elions Divine Quest Unveiling Secrets_And So the Tape/files,REMOVE,Duplicate of CONTENT_ASSETS/audio-content/podcasts-audiobooks/Aeo-Seo-Podcast-Stories/Elions_Divine_Quest/Elions Divine Quest Unveiling Secrets_As He Embraced T/files,0.0078125,100.0%
CONTENT_ASSETS/audio-content/podcasts-audiobooks/Aeo-Seo-Podcast-Stories/Elions_Divine_Quest/Elions Divine Quest Unveiling Secrets_In the Ethereal 2/files,REMOVE,Duplicate of CONTENT_ASSETS/audio-content/podcasts-audiobooks/Aeo-Seo-Podcast-Stories/Elions_Divine_Quest/Elions Divine Quest Unveiling Secrets_As He Embraced T/files,0.0078125,100.0%
CONTENT_ASSETS/audio-content/podcasts-audiobooks/Aeo-Seo-Podcast-Stories/Elions_Divine_Quest/Elions Divine Quest Unveiling Secrets_The Journey Was/files,REMOVE,Duplicate of CONTENT_ASSETS/audio-content/podcasts-audiobooks/Aeo-Seo-Podcast-Stories/Elions_Divine_Quest/Elions Divine Quest Unveiling Secrets_As He Embraced T/files,0.0078125,100.0%
CONTENT_ASSETS/audio-content/podcasts-audiobooks/Aeo-Seo-Podcast-Stories/Elions_Divine_Quest/Elions Divine Quest Unveiling Secrets_Elion His Voice/files,REMOVE,Duplicate of CONTENT_ASSETS/audio-content/podcasts-audiobooks/Aeo-Seo-Podcast-Stories/Elions_Divine_Quest/Elions Divine Quest Unveiling Secrets_As He Embraced T/files,0.0078125,100.0%
CONTENT_ASSETS/audio-content/podcasts-audiobooks/Aeo-Seo-Podcast-Stories/Elions_Divine_Quest/Elions Divine Quest Unveiling Secrets_He Descended Hi/files,REMOVE,Duplicate of CONTENT_ASSETS/audio-content/podcasts-audiobooks/Aeo-Seo-Podcast-Stories/Elions_Divine_Quest/Elions Divine Quest Unveiling Secrets_As He Embraced T/files,0.0078125,100.0%
CONTENT_ASSETS/audio-content/podcasts-audiobooks/Aeo-Seo-Podcast-Stories/Elions_Divine_Quest/Elions Divine Quest Unveiling Secrets_One Twilight As/files,REMOVE,Duplicate of CONTENT_ASSETS/audio-content/podcasts-audiobooks/Aeo-Seo-Podcast-Stories/Elions_Divine_Quest/Elions Divine Quest Unveiling Secrets_As He Embraced T/files,0.0078125,100.0%
CONTENT_ASSETS/audio-content/podcasts-audiobooks/Aeo-Seo-Podcast-Stories/Elions_Divine_Quest/Elions Divine Quest Unveiling Secrets_In the Heart Of/files,REMOVE,Duplicate of CONTENT_ASSETS/audio-content/podcasts-audiobooks/Aeo-Seo-Podcast-Stories/Elions_Divine_Quest/Elions Divine Quest Unveiling Secrets_As He Embraced T/files,0.0078125,100.0%
CONTENT_ASSETS/audio-content/podcasts-audiobooks/Aeo-Seo-Podcast-Stories/Elions_Divine_Quest/Elions Divine Quest Unveiling Secrets_Elion Born to a 2/files,REMOVE,Duplicate of CONTENT_ASSETS/audio-content/podcasts-audiobooks/Aeo-Seo-Podcast-Stories/Elions_Divine_Quest/Elions Divine Quest Unveiling Secrets_As He Embraced T/files,0.0078125,100.0%
ARCHIVES_BACKUPS/archive/system/advanced-systems/content_intelligence/database,REMOVE,Duplicate of BUSINESS/projects/marketplace/products/hookmark-pro/backend/database,0.0078125,100.0%
CONTENT_ASSETS/ai-sites/ai-sites/heavenlyHands copy/cleanconnect-pro-enhanced,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/LIVE-SITES/heavenlyhands/cleanconnect-pro-enhanced (100.0% similar),0.0078125,100.0%
CONTENT_ASSETS/ai-sites/ai-sites/heavenlyHands/cleanconnect-pro-enhanced,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/LIVE-SITES/heavenlyhands/cleanconnect-pro-enhanced (100.0% similar),0.0078125,100.0%
ai-sites/heavenlyHands copy/cleanconnect-pro-enhanced,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/LIVE-SITES/heavenlyhands/cleanconnect-pro-enhanced (100.0% similar),0.0078125,100.0%
ai-sites/heavenlyHands/cleanconnect-pro-enhanced,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/LIVE-SITES/heavenlyhands/cleanconnect-pro-enhanced (100.0% similar),0.0078125,100.0%
CONTENT_ASSETS/ai-sites/ai-sites/heavenlyHands copy/cleanconnect-pro/backend/prisma,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/LIVE-SITES/heavenlyhands/cleanconnect-pro/backend/prisma (100.0% similar),0.0078125,100.0%
CONTENT_ASSETS/ai-sites/ai-sites/heavenlyHands/cleanconnect-pro/backend/prisma,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/LIVE-SITES/heavenlyhands/cleanconnect-pro/backend/prisma (100.0% similar),0.0078125,100.0%
ai-sites/heavenlyHands copy/cleanconnect-pro/backend/prisma,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/LIVE-SITES/heavenlyhands/cleanconnect-pro/backend/prisma (100.0% similar),0.0078125,100.0%
ai-sites/heavenlyHands/cleanconnect-pro/backend/prisma,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/LIVE-SITES/heavenlyhands/cleanconnect-pro/backend/prisma (100.0% similar),0.0078125,100.0%
BUSINESS/projects/retention-suite-complete/gamification-systems,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/gamification-systems (100.0% similar),0.0078125,100.0%
CONTENT_ASSETS/ai-sites/ai-sites/retention-products-suite/gamification-systems,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/gamification-systems (100.0% similar),0.0078125,100.0%
ai-sites/retention-products-suite/gamification-systems,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/gamification-systems (100.0% similar),0.0078125,100.0%
BUSINESS/projects/retention-suite-complete/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_05_typography_with_ai,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_05_typography_with_ai (100.0% similar),0.0078125,100.0%
CONTENT_ASSETS/ai-sites/ai-sites/retention-products-suite/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_05_typography_with_ai,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_05_typography_with_ai (100.0% similar),0.0078125,100.0%
ai-sites/retention-products-suite/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_05_typography_with_ai,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_05_typography_with_ai (100.0% similar),0.0078125,100.0%
BUSINESS/projects/retention-suite-complete/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_02_ai-powered_logo_design,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_02_ai-powered_logo_design (100.0% similar),0.0078125,100.0%
CONTENT_ASSETS/ai-sites/ai-sites/retention-products-suite/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_02_ai-powered_logo_design,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_02_ai-powered_logo_design (100.0% similar),0.0078125,100.0%
ai-sites/retention-products-suite/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_02_ai-powered_logo_design,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_02_ai-powered_logo_design (100.0% similar),0.0078125,100.0%
BUSINESS/projects/retention-suite-complete/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_01_ai_design_tools_overview,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_01_ai_design_tools_overview (100.0% similar),0.0078125,100.0%
CONTENT_ASSETS/ai-sites/ai-sites/retention-products-suite/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_01_ai_design_tools_overview,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_01_ai_design_tools_overview (100.0% similar),0.0078125,100.0%
ai-sites/retention-products-suite/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_01_ai_design_tools_overview,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_01_ai_design_tools_overview (100.0% similar),0.0078125,100.0%
BUSINESS/projects/retention-suite-complete/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_03_automated_layout_generation,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_03_automated_layout_generation (100.0% similar),0.0078125,100.0%
CONTENT_ASSETS/ai-sites/ai-sites/retention-products-suite/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_03_automated_layout_generation,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_03_automated_layout_generation (100.0% similar),0.0078125,100.0%
ai-sites/retention-products-suite/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_03_automated_layout_generation,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_03_automated_layout_generation (100.0% similar),0.0078125,100.0%
CONTENT_ASSETS/ai-sites/ai-sites/retention-products-suite/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_04_color_palette_ai_tools,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_04_color_palette_ai_tools (100.0% similar),0.0078125,100.0%
ai-sites/retention-products-suite/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_04_color_palette_ai_tools,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/digital-products/educational-content/generated_courses/creative_ai_tools_for_designers/module_04_color_palette_ai_tools (100.0% similar),0.0078125,100.0%
