Etsy Listing,Listing URL,tags,price,favorites,views,visibility_score,conversion_rate
"3D Enchanted Forest Bookshelf Mug, 3D Wrap Coffee Cup, Unique Literary Gift, Bibliophile Tree Design Instant Download",https://www.etsy.com/listing/1718619995/3d-enchanted-forest-bookshelf-mug-3d,"bookshelf mug,enchanted forest,3D wrap mug,coffee cup,bibliophile gift,tree design mug,unique coffee mug,literary gift,book lover mug,enchanting design,reading accessory,forest theme,book themed mug",5,0,2,0,0
"3D Enchanted Forest Bookshelf Tree Design 3D Mug, Unique Coffee Cup for Book Lovers, Fantasy Themed Home Decor Instant Download",https://www.etsy.com/listing/1704432418/3d-enchanted-forest-bookshelf-tree,"book lover gift,fantasy mug,3D coffee cup,bookshelf design,enchanted forest,unique mug,readers gift,fantasy books,tree design mug,cozy reading,bookish decor,home library cup,whimsical mug",5,0,1,0,0
"3D Enchanted Forest Bookshelf Tree Mug, 3D Wrap-Around Design, Fantasy Tree Library Coffee Cup, Unique Book Lover Gift Instant Download",https://www.etsy.com/listing/1704432410/3d-enchanted-forest-bookshelf-tree-mug,"enchanted tree mug,bookshelf coffee cup,3D library mug,fantasy forest mug,book lover gift,unique coffee cup,tree library print,whimsical mug design,reading enthusiast,fantasy book cup,tree trunk mug,colorful bookshelf,magical tree cup",2,0,7,0,0
"3D Enchanted Forest Library 3D Mug, Book Lover Coffee Cup, Magical Tree Bookshelf, Unique Gift Idea Instant Download",https://www.etsy.com/listing/1704432378/3d-enchanted-forest-library-3d-mug-book,"3D coffee mug,book lover gift,enchanted tree,library cup,unique mug design,fantasy coffee mug,bookshelf art,reading accessory,magical tree design,book themed gift,tree bookshelf mug,fantasy gift,bibliophile mug",4,0,0,0,0
"3D Enchanted Forest Library Bookshelf 3D Mug, Fantasy Tree Book Lover Coffee Cup, Unique Gift Idea for Readers and Writers Instant Download",https://www.etsy.com/listing/1704432394/3d-enchanted-forest-library-bookshelf-3d,"bookshelf mug,fantasy coffee cup,reader gift,writer gift,enchanted forest,library mug,book lover cup,3D print mug,unique coffee mug,gift for readers,literary gift,fantasy mug,tree design mug",2,0,3,0,0
"3D Enchanted Forest Library Bookshelf Mug, 3D Wrap Coffee Cup, Fantasy Book Lover Gift, Unique Reading Themed Tea Mug Instant Download",https://www.etsy.com/listing/1704432426/3d-enchanted-forest-library-bookshelf,"bookshelf mug,reader gift,fantasy coffee cup,library tea mug,enchanted forest,3D mug wrap,book lover mug,unique tea cup,reading theme gift,bookish coffee mug,woodland library,fantasy books,enchanted mug",3,0,3,0,0
"3D Enchanted Forest Library Bookshelf Mug, Unique 3D Wrap Coffee Cup, Fantasy Book Lover Gift, Magical Reading Nook Decor Instant Download",https://www.etsy.com/listing/1704432430/3d-enchanted-forest-library-bookshelf,"book lover gift,enchanted forest mug,3D wrap mug,fantasy coffee cup,library decor,reading nook mug,unique coffee mug,bookshelf cup,bibliophile gift,fantasy books,magical mug design,tree design mug,cozy reading mug",2,0,1,0,0
"3D Enchanted Forest Library Mug, 3D Bookshelf Design, Magical Tree, Gift for Readers Instant Download",https://www.etsy.com/listing/1718619999/3d-enchanted-forest-library-mug-3d,"3D mug,bookshelf design,enchanted forest,magical tree mug,gift for readers,fantasy mug,library coffee cup,book lover gift,fantasy book theme,detailed tree design,high quality print,unique coffee mug,readers gift idea",2,0,3,0,0
"3D Enchanted Forest Library Mug, 3D Bookshelf Tree Design, Unique Coffee Cup, Gift for Book Lovers Instant Download",https://www.etsy.com/listing/1718619987/3d-enchanted-forest-library-mug-3d,"3D coffee mug,book lover gift,enchanted forest,library cup,fantasy mug,tree design mug,unique coffee cup,bookshelf art,nature lover gift,cozy reading decor,fantasy forest,mystical library,book themed gift",2,0,1,0,0
"3D Enchanted Forest Tree Bookshelf 3D Mug, Unique Fantasy Coffee Cup, Magical Library Cup, Gift for Book Lovers and Readers Instant Download",https://www.etsy.com/listing/1704432398/3d-enchanted-forest-tree-bookshelf-3d,"book lover gift,fantasy coffee mug,3D mug,enchanted forest,bookshelf cup,unique mug gift,library theme mug,readers gift,ceramic coffee mug,whimsical tea cup,gift for readers,fantasy world,literary gift",2,0,0,0,0
"3D Enchanted Forest Tree Bookshelf 3D Wrap Mug, Unique Coffee Cup, Fantasy Lover Gift, Magical Library Decor Instant Download",https://www.etsy.com/listing/1718620001/3d-enchanted-forest-tree-bookshelf-3d,"enchanted forest mug,bookshelf coffee cup,fantasy mug gift,3D wrap mug,magical library cup,unique coffee mug,tree design mug,book lover gift,book themed mug,literary gift item,nature inspired mug,whimsical drinkware,cozy home decor",4,0,2,0,0
"3D Enchanted Tree Library Bookshelf 3D Coffee Mug, Fantasy Forest Book Lover Gift, 11oz Ceramic Mug Instant Download",https://www.etsy.com/listing/1704432382/3d-enchanted-tree-library-bookshelf-3d,"enchanted forest,bookshelf mug,book lover gift,3D coffee mug,fantasy mug,library decor,reading accessory,fantasy forest,11oz ceramic mug,bibliophile gift,fantasy book theme,unique coffee mugs,mug for readers",4,0,1,0,0
"3D Red Heart Hole in Wall Valentine Seamless Wrap and CuTouT, 11oz & 15oz Sublimation, 03, Instant Digital Download",https://www.etsy.com/listing/1652652305/3d-red-heart-hole-in-wall-valentine,"Heart in a Wall Hole,Heart Mug Design,Heart Mug Wrap,3d Heart,3d Hole in a Wall,Instant Download,Red Heart,Sublimation Design,3d Mug Design,Mug Design,3d Mug Wrap,Mug Wrap,Mug Template",3,0,11,0,0
"3D Red Heart Hole in Wall Valentine Seamless Wrap and CuTouT, 11oz & 15oz Sublimation, 04, Instant Digital Download",https://www.etsy.com/listing/1638482456/3d-red-heart-hole-in-wall-valentine,"Heart in a Wall Hole,Heart Mug Design,Heart Mug Wrap,3d Heart,3d Hole in a Wall,Instant Download,Red Heart,Sublimation Design,3d Mug Design,Mug Design,3d Mug Wrap,Mug Wrap,Mug Template",3,0,26,0,0
"3D Red Heart Hole in Wall Valentine Seamless Wrap and CuTouT, 11oz & 15oz Sublimation, 07, Instant Digital Download",https://www.etsy.com/listing/1638482534/3d-red-heart-hole-in-wall-valentine,"Heart in a Wall Hole,Heart Mug Design,Heart Mug Wrap,3d Heart,3d Hole in a Wall,Instant Download,Red Heart,Sublimation Design,3d Mug Design,Mug Design,3d Mug Wrap,Mug Wrap,Mug Template",3,0,36,0,0
"3D Red Heart Hole in Wall Valentine Seamless Wrap and CuTouT, 11oz & 15oz Sublimation, 08, Instant Digital Download",https://www.etsy.com/listing/1638482454/3d-red-heart-hole-in-wall-valentine,"Heart in a Wall Hole,Heart Mug Design,Heart Mug Wrap,3d Heart,3d Hole in a Wall,Instant Download,Red Heart,Sublimation Design,3d Mug Design,Mug Design,3d Mug Wrap,Mug Wrap,Mug Template",3,0,11,0,0
"3D Red Heart Hole in Wall Valentine Seamless Wrap and CuTouT, 11oz & 15oz Sublimation, 09, Instant Digital Download",https://www.etsy.com/listing/1652652239/3d-red-heart-hole-in-wall-valentine,"Heart in a Wall Hole,Heart Mug Design,Heart Mug Wrap,3d Heart,3d Hole in a Wall,Instant Download,Red Heart,Sublimation Design,3d Mug Design,Mug Design,3d Mug Wrap,Mug Wrap,Mug Template",3,0,22,0,0
"3D Red Heart Hole in Wall Valentine Seamless Wrap and CuTouT, 11oz & 15oz Sublimation, 12, Instant Digital Download",https://www.etsy.com/listing/1638482528/3d-red-heart-hole-in-wall-valentine,"Heart in a Wall Hole,Heart Mug Design,Heart Mug Wrap,3d Heart,3d Hole in a Wall,Instant Download,Red Heart,Sublimation Design,3d Mug Design,Mug Design,3d Mug Wrap,Mug Wrap,Mug Template",3,0,2,0,0
"3D Red Heart Hole in Wall Valentine Seamless Wrap and CuTouT, 11oz & 15oz Sublimation, 13, Instant Digital Download",https://www.etsy.com/listing/1638482502/3d-red-heart-hole-in-wall-valentine,"Heart in a Wall Hole,Heart Mug Design,Heart Mug Wrap,3d Heart,3d Hole in a Wall,Instant Download,Red Heart,Sublimation Design,3d Mug Design,Mug Design,3d Mug Wrap,Mug Wrap,Mug Template",3,0,3,0,0
"3D Red Heart Hole in Wall Valentine Seamless Wrap and CuTouT, 11oz & 15oz Sublimation, 14, Instant Digital Download",https://www.etsy.com/listing/1652652289/3d-red-heart-hole-in-wall-valentine,"Heart in a Wall Hole,Heart Mug Design,Heart Mug Wrap,3d Heart,3d Hole in a Wall,Instant Download,Red Heart,Sublimation Design,3d Mug Design,Mug Design,3d Mug Wrap,Mug Wrap,Mug Template",3,0,8,0,0
"3D Red Heart Hole in Wall Valentine Seamless Wrap and CuTouT, 11oz & 15oz Sublimation, 15, Instant Digital Download",https://www.etsy.com/listing/1652652291/3d-red-heart-hole-in-wall-valentine,"Heart in a Wall Hole,Heart Mug Design,Heart Mug Wrap,3d Heart,3d Hole in a Wall,Instant Download,Red Heart,Sublimation Design,3d Mug Design,Mug Design,3d Mug Wrap,Mug Wrap,Mug Template",3,0,2,0,0
"3D Red Heart Hole in Wall Valentine Seamless Wrap and CuTouT, 11oz & 15oz Sublimation, 18, Instant Digital Download",https://www.etsy.com/listing/1638482472/3d-red-heart-hole-in-wall-valentine,"Heart in a Wall Hole,Heart Mug Design,Heart Mug Wrap,3d Heart,3d Hole in a Wall,Instant Download,Red Heart,Sublimation Design,3d Mug Design,Mug Design,3d Mug Wrap,Mug Wrap,Mug Template",3,0,18,0,0
"3D Red Heart Hole in Wall Valentine Seamless Wrap and CuTouT, 11oz & 15oz Sublimation, 19, Instant Digital Download",https://www.etsy.com/listing/1652652309/3d-red-heart-hole-in-wall-valentine,"Heart in a Wall Hole,Heart Mug Design,Heart Mug Wrap,3d Heart,3d Hole in a Wall,Instant Download,Red Heart,Sublimation Design,3d Mug Design,Mug Design,3d Mug Wrap,Mug Wrap,Mug Template",3,0,34,0,0
"3D Red Heart Hole in Wall Valentine Seamless Wrap and CuTouT, 11oz & 15oz Sublimation, Mug Wrap -07 - CuT, Instant Digital Download",https://www.etsy.com/listing/1638482452/3d-red-heart-hole-in-wall-valentine,"Heart in a Wall Hole,Heart Mug Design,Heart Mug Wrap,3d Heart,3d Hole in a Wall,Instant Download,Red Heart,Sublimation Design,3d Mug Design,Mug Design,3d Mug Wrap,Mug Wrap,Mug Template",3,0,8,0,0
"3D Red Heart Hole in Wall Valentine Seamless Wrap and CuTouT, 11oz & 15oz Sublimation, Mug Wrap -08, Instant Digital Download",https://www.etsy.com/listing/1652652235/3d-red-heart-hole-in-wall-valentine,"Heart in a Wall Hole,Heart Mug Design,Heart Mug Wrap,3d Heart,3d Hole in a Wall,Instant Download,Red Heart,Sublimation Design,3d Mug Design,Mug Design,3d Mug Wrap,Mug Wrap,Mug Template",3,0,1,0,0
"3D Red Heart Hole in Wall Valentine Seamless Wrap and CuTouT, 11oz & 15oz Sublimation, Mug Wrap -10, Instant Digital Download",https://www.etsy.com/listing/1638482450/3d-red-heart-hole-in-wall-valentine,"Heart in a Wall Hole,Heart Mug Design,Heart Mug Wrap,3d Heart,3d Hole in a Wall,Instant Download,Red Heart,Sublimation Design,3d Mug Design,Mug Design,3d Mug Wrap,Mug Wrap,Mug Template",3,0,0,0,0
"3D Red Heart Hole in Wall Valentine Seamless Wrap and CuTouT, 11oz & 15oz Sublimation, Mug Wrap -16 - CuT, Instant Digital Download",https://www.etsy.com/listing/1638482480/3d-red-heart-hole-in-wall-valentine,"Heart in a Wall Hole,Heart Mug Design,Heart Mug Wrap,3d Heart,3d Hole in a Wall,Instant Download,Red Heart,Sublimation Design,3d Mug Design,Mug Design,3d Mug Wrap,Mug Wrap,Mug Template",3,0,12,0,0
"3D Red Heart Hole in Wall Valentine Seamless Wrap and CuTouT, 11oz & 15oz Sublimation, Mug Wrap -17 - CuT, Instant Digital Download",https://www.etsy.com/listing/1652652227/3d-red-heart-hole-in-wall-valentine,"Heart in a Wall Hole,Heart Mug Design,Heart Mug Wrap,3d Heart,3d Hole in a Wall,Instant Download,Red Heart,Sublimation Design,3d Mug Design,Mug Design,3d Mug Wrap,Mug Wrap,Mug Template",3,0,1,0,0
"3D Red Heart Hole in Wall Valentine Seamless Wrap and CuTouT, 11oz & 15oz Sublimation, Mug Wrap Break, Instant Digital Download",https://www.etsy.com/listing/1638482440/3d-red-heart-hole-in-wall-valentine,"Heart in a Wall Hole,Heart Mug Design,Heart Mug Wrap,3d Heart,3d Hole in a Wall,Instant Download,Red Heart,Sublimation Design,3d Mug Design,Mug Design,3d Mug Wrap,Mug Wrap,Mug Template",3,0,1,0,0
"3D Red Heart Hole in Wall Valentine Seamless Wrap and CuTouT, 11oz & 15oz Sublimation, Mug Wrap Broken Grey, Instant Digital Download",https://www.etsy.com/listing/1652652285/3d-red-heart-hole-in-wall-valentine,"Heart in a Wall Hole,Heart Mug Design,Heart Mug Wrap,3d Heart,3d Hole in a Wall,Instant Download,Red Heart,Sublimation Design,3d Mug Design,Mug Design,3d Mug Wrap,Mug Wrap,Mug Template",3,0,7,0,0
"3D Red Heart Hole in Wall Valentine Seamless Wrap and CuTouT, 11oz & 15oz Sublimation, Mug Wrap Couple, Instant Digital Download",https://www.etsy.com/listing/1652652255/3d-red-heart-hole-in-wall-valentine,"Heart in a Wall Hole,Heart Mug Design,Heart Mug Wrap,3d Heart,3d Hole in a Wall,Instant Download,Red Heart,Sublimation Design,3d Mug Design,Mug Design,3d Mug Wrap,Mug Wrap,Mug Template",3,0,3,0,0
"3D Red Heart Hole in Wall Valentine Seamless Wrap and CuTouT, 11oz & 15oz Sublimation, Mug Wrap Grey, Instant Digital Download",https://www.etsy.com/listing/1638482446/3d-red-heart-hole-in-wall-valentine,"Heart in a Wall Hole,Heart Mug Design,Heart Mug Wrap,3d Heart,3d Hole in a Wall,Instant Download,Red Heart,Sublimation Design,3d Mug Design,Mug Design,3d Mug Wrap,Mug Wrap,Mug Template",3,0,4,0,0
"3D Red Heart Hole in Wall Valentine Seamless Wrap and CuTouT, 11oz & 15oz Sublimation, Mug Wrap Grey, Instant Digital Download",https://www.etsy.com/listing/1652652219/3d-red-heart-hole-in-wall-valentine,"Heart in a Wall Hole,Heart Mug Design,Heart Mug Wrap,3d Heart,3d Hole in a Wall,Instant Download,Red Heart,Sublimation Design,3d Mug Design,Mug Design,3d Mug Wrap,Mug Wrap,Mug Template",3,0,0,0,0
"3D Red Heart Hole in Wall Valentine Seamless Wrap and CuTouT, 11oz & 15oz Sublimation, Mug Wrap Heart Breaking, Instant Digital Download",https://www.etsy.com/listing/1638482482/3d-red-heart-hole-in-wall-valentine,"Heart in a Wall Hole,Heart Mug Design,Heart Mug Wrap,3d Heart,3d Hole in a Wall,Instant Download,Red Heart,Sublimation Design,3d Mug Design,Mug Design,3d Mug Wrap,Mug Wrap,Mug Template",3,0,14,0,0
"3D Red Heart Hole in Wall Valentine Seamless Wrap and CuTouT, 11oz & 15oz Sublimation, Mug Wrap Heart Roses, Instant Digital Download",https://www.etsy.com/listing/1638482458/3d-red-heart-hole-in-wall-valentine,"Heart in a Wall Hole,Heart Mug Design,Heart Mug Wrap,3d Heart,3d Hole in a Wall,Instant Download,Red Heart,Sublimation Design,3d Mug Design,Mug Design,3d Mug Wrap,Mug Wrap,Mug Template",3,0,5,0,0
"3D Red Heart Hole in Wall Valentine Seamless Wrap and CuTouT, 11oz & 15oz Sublimation, Mug Wrap Tiny, Instant Digital Download",https://www.etsy.com/listing/1652652211/3d-red-heart-hole-in-wall-valentine,"Heart in a Wall Hole,Heart Mug Design,Heart Mug Wrap,3d Heart,3d Hole in a Wall,Instant Download,Red Heart,Sublimation Design,3d Mug Design,Mug Design,3d Mug Wrap,Mug Wrap,Mug Template",3,0,13,0,0
"3D Red Heart Hole in Wall Valentine Seamless Wrap and CuTouT, 11oz & 15oz Sublimation, Mug Wrap White Wall, Instant Digital Download",https://www.etsy.com/listing/1638482434/3d-red-heart-hole-in-wall-valentine,"Heart in a Wall Hole,Heart Mug Design,Heart Mug Wrap,3d Heart,3d Hole in a Wall,Instant Download,Red Heart,Sublimation Design,3d Mug Design,Mug Design,3d Mug Wrap,Mug Wrap,Mug Template",3,0,14,0,0
"3D Red Heart Hole in Wall Valentine Seamless Wrap CuTouT, 11oz & 15oz Sublimation, Mug Wrap Breaking Heart Roses, Instant Digital Download",https://www.etsy.com/listing/1652652231/3d-red-heart-hole-in-wall-valentine,"Heart in a Wall Hole,Heart Mug Design,Heart Mug Wrap,3d Heart,3d Hole in a Wall,Instant Download,Red Heart,Sublimation Design,3d Mug Design,Mug Design,3d Mug Wrap,Mug Wrap,Mug Template",3,0,4,0,0
"3D Santa Claus Breakthrough Ornament, Festive Santa Wall Ornament, Christmas Tree Decoration, Unique Holiday Ornament, Santa Claus Decor",https://www.etsy.com/listing/1782303059/3d-santa-claus-breakthrough-ornament,"santa claus,christmas tree,festive decor,holiday ornament,santa wall decor,unique ornament,christmas decoration,santa breakthrough,cheerful decor,xmas tree ornament,holiday cheer,santa face,tree hanging",5,0,1,0,0
"3D Santa Claus Two Side Breakthrough Santa Ornament, Christmas Tree Decor, Funny Holiday, Unique Santa Claus, Holiday Ornament",https://www.etsy.com/listing/1768095874/3d-santa-claus-two-side-breakthrough,"christmas,santa claus,holiday,ornament,tree decor,funny,unique,gift,decoration,crashing santa,xmas,festive,whimsical",15,0,1,0,0
"3D Santa Two Side Christmas Break Through Ornament Holiday Tree Decoration, Unique Santa Decor, Festive Season Gift",https://www.etsy.com/listing/1768271950/3d-santa-two-side-christmas-break,"christmas,santa claus,ornament,holiday decor,tree decoration,festive,season gift,unique decor,3d ornament,santa,christmas tree,holiday,decoration",15,0,3,0,0
"3D Witch Inflated Tumbler Wrap, I&#39;m Not Sugar and Spice I&#39;m Sage Tumbler Sublimation, Halloween Inflated Tumbler 3D Halloween Tumbler Wrap",https://www.etsy.com/listing/1613544096/3d-witch-inflated-tumbler-wrap-im-not,"3d design tumbler,puffy tumbler wrap,png for sublimation,tumbler sublimation,20oz tumbler wrap,bubble tumbler wrap,Spooky Season Puff,3D witch tumbler,3d halloween puff,sugar and spice,Inflated Tumbler,Witch brew Co",2,0,19,0,5.26
"404 Not Found Shirt, Tech Humor Tee, Error Message T-Shirt, Funny Error 404 Shirt, Geek Tee, Programmer Humor, 404 Not Found Graphic Tee",https://www.etsy.com/listing/1768153118/404-not-found-shirt-tech-humor-tee-error,"404 not found shirt,tech humor tee,error message,funny 404 tee,geek shirt,programmer gift,it humor,tech gift,geek apparel,internet joke,error 404 graphic,nerd humor,tech savvy shirt",30,0,0,0,0
"AmREALs Funny Santa Sweatshirt, Christmas Sweater, Xmas Santa Sweatshirt, Retro Santa Vibes, Xmas Vibes Sweatshirt,Santa Hoodies",https://www.etsy.com/listing/1610671936/amreals-funny-santa-sweatshirt-christmas,"Gift For Her,Holiday Sweater,Gift For Christmas,Christmas Vacation,Ugly Christmas Gift,Funny Xmas Sweater,Gift For Him,Christmas Sweatshirt,Ugly Sweater Party,Ugly Sweater Men,Ugly Sweater Women,Funny Christmas,Funny Ugly Sweater",2,0,1,0,0
"Animated Cyber Wolf Digital Art Print, Sci-fi Fantasy Wall Art, Futuristic Robot Wolf, Gamer Room, Cool Animal Poster Digital Download",https://www.etsy.com/listing/1647666185/animated-cyber-wolf-digital-art-print,"Digital Wolf Print,Sci-fi Art,Cyber Animal,Robot Wolf,Gamer Decor,Futuristic Art,Cool Poster,Animal Illustration,Downloadable Print,Fantasy Wall Art,Room Decor Idea,Sci-fi Poster,Cyberpunk Art",2,0,0,0,0
"Ask Your MoM iF I&#39;m ReaL | Funny Christmas Sweatshirt, Retro Santa, Xmas Sweatshirt Santa Sweatshirt | Instant Digital Download | PNG SVG",https://www.etsy.com/listing/1610671864/ask-your-mom-if-im-real-funny-christmas,"Gift For Her,Holiday Sweater,Gift For Christmas,Christmas Vacation,Ugly Christmas Gift,Funny Xmas Sweater,Gift For Him,Christmas Sweatshirt,Ugly Sweater Party,Ugly Sweater Men,Ugly Sweater Women,Funny Christmas,Funny Ugly Sweater",2,0,29,0,0
"Ask-glasses Funny Santa Sweatshirt, Christmas Sweater, Xmas Santa Sweatshirt, Retro Santa Vibes, Xmas Vibes Sweatshirt,Santa Hoodies",https://www.etsy.com/listing/1610671968/ask-glasses-funny-santa-sweatshirt,"Gift For Her,Holiday Sweater,Gift For Christmas,Christmas Vacation,Ugly Christmas Gift,Funny Xmas Sweater,Gift For Him,Christmas Sweatshirt,Ugly Sweater Party,Ugly Sweater Men,Ugly Sweater Women,Funny Christmas,Funny Ugly Sweater",2,0,0,0,0
"Blue and Gold 3D Flower 20oz Tumbler Wrap Xmas Coffee Puffy Tumbler, Instant Digital Download PNG Sublimation",https://www.etsy.com/listing/1613542734/blue-and-gold-3d-flower-20oz-tumbler,"Christmas Tree cake,3d christmas png,puffy hot cocoa,groovy christmas png,puffy christmas tree,inflated tumbler,3d xmas tumbler,christmas tumbler,christmas movies,3d tumbler wrap,winter tumbler,Tis the Season Puff,Pink Xmas Tree Cake",2,0,0,0,0
"Blue and Gold 3D Flower 20oz Tumbler Wrap Xmas Coffee Puffy Tumbler, Instant Digital Download PNG Sublimation",https://www.etsy.com/listing/1613544080/blue-and-gold-3d-flower-20oz-tumbler,"Christmas Tree cake,3d christmas png,puffy hot cocoa,groovy christmas png,puffy christmas tree,inflated tumbler,3d xmas tumbler,christmas tumbler,christmas movies,3d tumbler wrap,winter tumbler,Tis the Season Puff,Pink Xmas Tree Cake",2,0,3,0,0
"Came Twice Funny Santa Sweatshirt, Christmas Sweater, Xmas Santa Sweatshirt, Retro Santa Vibes, Xmas Vibes Sweatshirt,Santa Hoodies",https://www.etsy.com/listing/1624845497/came-twice-funny-santa-sweatshirt,"Gift For Her,Holiday Sweater,Gift For Christmas,Christmas Vacation,Ugly Christmas Gift,Funny Xmas Sweater,Gift For Him,Christmas Sweatshirt,Ugly Sweater Party,Ugly Sweater Men,Ugly Sweater Women,Funny Christmas,Funny Ugly Sweater",2,0,0,0,0
"Cartoon Dog Pilot Digital Art, Quirky Illustrated Animal Portrait, Pilot Dog in Cockpit, Fun Pet Lover Gift, Digital Download",https://www.etsy.com/listing/1647666253/cartoon-dog-pilot-digital-art-quirky,"Cartoon Dog Pilot,Digital Art Print,Animal Portrait,Pet Lover Gift,Aviation Decor,Printable Wall Art,Quirky Illustration,Fun Home Decor,Kids Room Artwork,Pilot Costume Dog,Downloadable Print,Gift for Pilots,Pet Humor Art",2,0,0,0,0
"Cartoon Mechanic Character Illustration, Quirky Workshop Engineer Digital Art, Printable Wall Decor for Kids and Hobbyists Digital Download",https://www.etsy.com/listing/1647666227/cartoon-mechanic-character-illustration,"digital art download,kids room decor,workshop wall art,hobbyist gift,printable character,hobby room artwork,instant download art,home office decor,cartoon art decor,engineer gift idea",2,0,0,0,0
"Cartoon Monster Cookie Lover Sweatshirt, Unisex Graphic Pullover, Funny Character Casual Wear, Comfy Cotton Top for All Sizes",https://www.etsy.com/listing/1633402912/cartoon-monster-cookie-lover-sweatshirt,"monster sweatshirt,cookie lover top,graphic pullover,unisex sweatshirt,casual wear,comfy cotton top,funny sweatshirt,character apparel,relaxed fit,all sizes,gift for him,gift for her,lounge wear",30,0,1,0,0
"Cartoon Space Wolf Digital Print, Kids Room Decor, Sci-Fi Animal Poster, Nursery Wall Art, Outer Space Theme, Digital Download",https://www.etsy.com/listing/1633491570/cartoon-space-wolf-digital-print-kids,"digital download,space wolf art,kids room decor,sci-fi poster,animal illustration,nursery wall art,cartoon wolf print,outer space theme,children's decor,printable wall art,space adventure,wolf astronaut,science fiction",2,0,0,0,0
"CaTree Funny Santa Sweatshirt, Christmas Sweater, Xmas Santa Sweatshirt, Retro Santa Vibes, Xmas Vibes Sweatshirt,Santa Hoodies",https://www.etsy.com/listing/1624845705/catree-funny-santa-sweatshirt-christmas,"Gift For Her,Holiday Sweater,Gift For Christmas,Christmas Vacation,Ugly Christmas Gift,Funny Xmas Sweater,Gift For Him,Christmas Sweatshirt,Ugly Sweater Party,Ugly Sweater Men,Ugly Sweater Women,Funny Christmas,Funny Ugly Sweater",2,0,0,0,0
"Chills And Thrills Shirt, Funny Skull Tee, Chills And Thrills Design, Halloween Skull T-Shirt, Cool Skull Graphic Tee, Spooky Shirt",https://www.etsy.com/listing/1782346085/chills-and-thrills-shirt-funny-skull-tee,"chills and thrills,skull shirt,spooky tee,halloween shirt,graphic skull tee,cool spooky shirt,funny skull design,skull graphic tee,eerie style shirt,halloween graphic,trendy spooky shirt,spooky skull tee,unique spooky shirt",30,0,3,0,0
"choco cookie grunge Unisex Cookie Monster Graphic Sweatshirt, Fun Novelty Streetwear, Casual Hip Hop Pullover, Unique Muppet Fan Apparel",https://www.etsy.com/listing/1647578843/choco-cookie-grunge-unisex-cookie,"Cookie Monster,graphic sweatshirt,streetwear,unisex pullover,hip hop style,casual top,Muppet fan gift,novelty apparel,fun sweatshirt,unique design,cozy clothing,adult size,comfortable",30,0,5,0,0
"Chocolate Chip Cookie Monster Sweatshirt, Funny Graphic Pullover, Unisex Casual Streetwear, Cozy Winter Apparel, Gift for Cookie Lovers",https://www.etsy.com/listing/1647577157/chocolate-chip-cookie-monster-sweatshirt,"unisex streetwear,casual winter wear,cookie lover gift,cozy sweatshirt,chocolate chip,graphic pullover,winter apparel,funny sweater,comfy clothing,casual style,gift for him,gift for her,cartoon graphic top",30,0,5,0,0
"Christmas Chemistry Love Reactions PNG SVG Digital Download, Science Teacher Gift, Funny Science, Science Lover Gift, Christmas Tree Shirts",https://www.etsy.com/listing/1595817120/christmas-chemistry-love-reactions-png,"chemistry teacher,chemistry gift,chemistry grad gift,chemistry xmas gift,christmas sweater,funny sweater,funny ugly sweater,funny xmas sweater,oh chemist tree,periodic table tree,science nerd xmas,science teacher xmas,science xmas sweater",3,0,4,0,0
"Christmas Chemistry Reactions Gifts PNG SVG Digital Download, Science Teacher Gift, Funny Science, Science Lover Gift, Christmas Tree Shirts",https://www.etsy.com/listing/1609984143/christmas-chemistry-reactions-gifts-png,"chemistry teacher,chemistry gift,chemistry grad gift,chemistry xmas gift,christmas sweater,funny sweater,funny ugly sweater,funny xmas sweater,oh chemist tree,periodic table tree,science nerd xmas,science teacher xmas,science xmas sweater",3,0,9,0,0
"Christmas Elf Cookie Thief Graphic Sweatshirt, Unisex Holiday Sweatshirt, Funny Xmas Elf Sweater, Festive Winter Apparel Gift Idea",https://www.etsy.com/listing/1633429656/christmas-elf-cookie-thief-graphic,"Christmas Sweatshirt,Elf Graphic Sweater,Cookie Thief Top,Holiday Party Wear,Funny Xmas Elf,Festive Clothing,Christmas Gift Idea,Secret Santa Gift,Quirky Elf Design,Cookie Lover Shirt,Winter Fashion,Xmas Party Attire,Casual Holiday Top",30,0,0,0,0
Christmas Elf Mug Funny Holiday Coffee Cup I&#39;ll Jingle More Than Your Bells Cute Festive Gift Idea Colorful Design,https://www.etsy.com/listing/1790485777/christmas-elf-mug-funny-holiday-coffee,"christmas elf mug,funny holiday mug,holiday coffee cup,christmas gift,cute festive mug,colorful design mug,christmas cheer cup,joyful season mug,coffee lover gift,tea lover mug,unique christmas mug,elf theme mug,festive kitchenware",20,0,0,0,0
Christmas Grinch Mug I&#39;m Not Going Funny Holiday Mug Perfect Gift Grinch Stealing Christmas Coffee Tea Mug Unique Xmas Mug,https://www.etsy.com/listing/1785018753/christmas-grinch-mug-im-not-going-funny,"christmas mug,grinch mug,funny holiday mug,gift for christmas,grinch christmas,holiday coffee mug,xmas mug,tea mug,unique mug,festive mug,holiday gift,favorite mug,colorful mug",15,0,0,0,0
