MD5,Size (bytes),File Path,Filename,Source,Mod Time,Total Copies,Wasted Space (bytes),Keep/Delete?
7bca12e118795bcef42a5b0595fe43a1,8360,/Users/steven/GitHub/02_media_processing/image_tools/loop-upscale.py.backup,loop-upscale.py.backup,source1,2025-11-01T03:04:34.124101,3,16720,KEEP
7bca12e118795bcef42a5b0595fe43a1,8360,/Users/steven/GitHub/02_media_processing/image_tools/loop-upscale copy.py.backup,loop-upscale copy.py.backup,source1,2025-11-01T03:04:34.123422,,,DELETE
7bca12e118795bcef42a5b0595fe43a1,8360,/Users/steven/GitHub/02_media_processing/image_tools/loop-upscale copy 2.py.backup,loop-upscale copy 2.py.backup,source1,2025-11-01T03:04:34.122940,,,DELETE
7c2fafeb8fd8844db0388f6429cfacca,14983,/Users/steven/GitHub/mkdocs-material/src/plugins/optimize/plugin.py,plugin.py,source1,2025-11-29T07:58:55.961769,2,14983,KEEP
7c2fafeb8fd8844db0388f6429cfacca,14983,/Users/steven/GitHub/mkdocs-material/material/plugins/optimize/plugin.py,plugin.py,source1,2025-11-29T07:58:53.691095,,,DELETE
7c9fbb7642f17f238b82793b54e097e5,4955,/Users/steven/GitHub/mkdocs-material/src/plugins/typeset/plugin.py,plugin.py,source1,2025-11-29T07:58:55.971341,2,4955,KEEP
7c9fbb7642f17f238b82793b54e097e5,4955,/Users/steven/GitHub/mkdocs-material/material/plugins/typeset/plugin.py,plugin.py,source1,2025-11-29T07:58:53.699068,,,DELETE
7cc2bc30c5393138c5c5810244d694b4,197,/Users/steven/GitHub/whisper.cpp/tests/librispeech/requirements.txt,requirements.txt,source1,2025-11-27T05:23:44.333027,2,197,KEEP
7cc2bc30c5393138c5c5810244d694b4,197,/Users/steven/GitHub/whisper.cpp/tests/earnings21/requirements.txt,requirements.txt,source1,2025-11-27T05:23:44.330842,,,DELETE
7d53e6a0004d2f43bf708e71c582741c,8402,/Users/steven/GitHub/mkdocs-material/src/plugins/tags/structure/mapping/manager/__init__.py,__init__.py,source1,2025-11-29T07:58:55.969773,2,8402,KEEP
7d53e6a0004d2f43bf708e71c582741c,8402,/Users/steven/GitHub/mkdocs-material/material/plugins/tags/structure/mapping/manager/__init__.py,__init__.py,source1,2025-11-29T07:58:53.697878,,,DELETE
7d8a736a37bf2a6ec5bd27c75f9b6a87,1125,/Users/steven/GitHub/mkdocs-material/src/utilities/__init__.py,__init__.py,source1,2025-11-29T07:58:56.029153,30,32625,KEEP
7d8a736a37bf2a6ec5bd27c75f9b6a87,1125,/Users/steven/GitHub/mkdocs-material/src/templates/__init__.py,__init__.py,source1,2025-11-29T07:58:55.972060,,,DELETE
7d8a736a37bf2a6ec5bd27c75f9b6a87,1125,/Users/steven/GitHub/mkdocs-material/src/plugins/typeset/__init__.py,__init__.py,source1,2025-11-29T07:58:55.970917,,,DELETE
7d8a736a37bf2a6ec5bd27c75f9b6a87,1125,/Users/steven/GitHub/mkdocs-material/src/plugins/tags/structure/__init__.py,__init__.py,source1,2025-11-29T07:58:55.967909,,,DELETE
7d8a736a37bf2a6ec5bd27c75f9b6a87,1125,/Users/steven/GitHub/mkdocs-material/src/plugins/social/__init__.py,__init__.py,source1,2025-11-29T07:58:55.965268,,,DELETE
7d8a736a37bf2a6ec5bd27c75f9b6a87,1125,/Users/steven/GitHub/mkdocs-material/src/plugins/search/__init__.py,__init__.py,source1,2025-11-29T07:58:55.964617,,,DELETE
7d8a736a37bf2a6ec5bd27c75f9b6a87,1125,/Users/steven/GitHub/mkdocs-material/src/plugins/projects/__init__.py,__init__.py,source1,2025-11-29T07:58:55.963004,,,DELETE
7d8a736a37bf2a6ec5bd27c75f9b6a87,1125,/Users/steven/GitHub/mkdocs-material/src/plugins/privacy/__init__.py,__init__.py,source1,2025-11-29T07:58:55.962033,,,DELETE
7d8a736a37bf2a6ec5bd27c75f9b6a87,1125,/Users/steven/GitHub/mkdocs-material/src/plugins/optimize/__init__.py,__init__.py,source1,2025-11-29T07:58:55.961156,,,DELETE
7d8a736a37bf2a6ec5bd27c75f9b6a87,1125,/Users/steven/GitHub/mkdocs-material/src/plugins/offline/__init__.py,__init__.py,source1,2025-11-29T07:58:55.960245,,,DELETE
7d8a736a37bf2a6ec5bd27c75f9b6a87,1125,/Users/steven/GitHub/mkdocs-material/src/plugins/meta/__init__.py,__init__.py,source1,2025-11-29T07:58:55.959332,,,DELETE
7d8a736a37bf2a6ec5bd27c75f9b6a87,1125,/Users/steven/GitHub/mkdocs-material/src/plugins/info/__init__.py,__init__.py,source1,2025-11-29T07:58:55.958298,,,DELETE
7d8a736a37bf2a6ec5bd27c75f9b6a87,1125,/Users/steven/GitHub/mkdocs-material/src/plugins/group/__init__.py,__init__.py,source1,2025-11-29T07:58:55.957583,,,DELETE
7d8a736a37bf2a6ec5bd27c75f9b6a87,1125,/Users/steven/GitHub/mkdocs-material/src/plugins/__init__.py,__init__.py,source1,2025-11-29T07:58:55.954940,,,DELETE
7d8a736a37bf2a6ec5bd27c75f9b6a87,1125,/Users/steven/GitHub/mkdocs-material/src/extensions/__init__.py,__init__.py,source1,2025-11-29T07:58:55.948080,,,DELETE
7d8a736a37bf2a6ec5bd27c75f9b6a87,1125,/Users/steven/GitHub/mkdocs-material/material/utilities/__init__.py,__init__.py,source1,2025-11-29T07:58:55.943628,,,DELETE
7d8a736a37bf2a6ec5bd27c75f9b6a87,1125,/Users/steven/GitHub/mkdocs-material/material/templates/__init__.py,__init__.py,source1,2025-11-29T07:58:55.911400,,,DELETE
7d8a736a37bf2a6ec5bd27c75f9b6a87,1125,/Users/steven/GitHub/mkdocs-material/material/plugins/typeset/__init__.py,__init__.py,source1,2025-11-29T07:58:53.698799,,,DELETE
7d8a736a37bf2a6ec5bd27c75f9b6a87,1125,/Users/steven/GitHub/mkdocs-material/material/plugins/tags/structure/__init__.py,__init__.py,source1,2025-11-29T07:58:53.696461,,,DELETE
7d8a736a37bf2a6ec5bd27c75f9b6a87,1125,/Users/steven/GitHub/mkdocs-material/material/plugins/social/__init__.py,__init__.py,source1,2025-11-29T07:58:53.693852,,,DELETE
7d8a736a37bf2a6ec5bd27c75f9b6a87,1125,/Users/steven/GitHub/mkdocs-material/material/plugins/search/__init__.py,__init__.py,source1,2025-11-29T07:58:53.693370,,,DELETE
7d8a736a37bf2a6ec5bd27c75f9b6a87,1125,/Users/steven/GitHub/mkdocs-material/material/plugins/projects/__init__.py,__init__.py,source1,2025-11-29T07:58:53.691894,,,DELETE
7d8a736a37bf2a6ec5bd27c75f9b6a87,1125,/Users/steven/GitHub/mkdocs-material/material/plugins/privacy/__init__.py,__init__.py,source1,2025-11-29T07:58:53.691275,,,DELETE
7d8a736a37bf2a6ec5bd27c75f9b6a87,1125,/Users/steven/GitHub/mkdocs-material/material/plugins/optimize/__init__.py,__init__.py,source1,2025-11-29T07:58:53.690651,,,DELETE
7d8a736a37bf2a6ec5bd27c75f9b6a87,1125,/Users/steven/GitHub/mkdocs-material/material/plugins/offline/__init__.py,__init__.py,source1,2025-11-29T07:58:53.690068,,,DELETE
7d8a736a37bf2a6ec5bd27c75f9b6a87,1125,/Users/steven/GitHub/mkdocs-material/material/plugins/meta/__init__.py,__init__.py,source1,2025-11-29T07:58:53.689293,,,DELETE
7d8a736a37bf2a6ec5bd27c75f9b6a87,1125,/Users/steven/GitHub/mkdocs-material/material/plugins/info/__init__.py,__init__.py,source1,2025-11-29T07:58:53.688410,,,DELETE
7d8a736a37bf2a6ec5bd27c75f9b6a87,1125,/Users/steven/GitHub/mkdocs-material/material/plugins/group/__init__.py,__init__.py,source1,2025-11-29T07:58:53.687706,,,DELETE
7d8a736a37bf2a6ec5bd27c75f9b6a87,1125,/Users/steven/GitHub/mkdocs-material/material/plugins/__init__.py,__init__.py,source1,2025-11-29T07:58:53.684527,,,DELETE
7d8a736a37bf2a6ec5bd27c75f9b6a87,1125,/Users/steven/GitHub/mkdocs-material/material/extensions/__init__.py,__init__.py,source1,2025-11-29T07:58:53.676308,,,DELETE
7deba3a8781a17ce7340d26e7b0afa8b,913,/Users/steven/GitHub/n8n/packages/@n8n/nodes-langchain/nodes/rerankers/RerankerCohere/cohere.svg,cohere.svg,source1,2025-11-29T05:22:50.202579,4,2739,KEEP
7deba3a8781a17ce7340d26e7b0afa8b,913,/Users/steven/GitHub/n8n/packages/@n8n/nodes-langchain/nodes/llms/LmChatCohere/cohere.svg,cohere.svg,source1,2025-11-29T05:22:50.183177,,,DELETE
7deba3a8781a17ce7340d26e7b0afa8b,913,/Users/steven/GitHub/n8n/packages/@n8n/nodes-langchain/nodes/llms/LMCohere/cohere.svg,cohere.svg,source1,2025-11-29T05:22:50.176278,,,DELETE
7deba3a8781a17ce7340d26e7b0afa8b,913,/Users/steven/GitHub/n8n/packages/@n8n/nodes-langchain/nodes/embeddings/EmbeddingsCohere/cohere.svg,cohere.svg,source1,2025-11-29T05:22:50.167525,,,DELETE
7f88fc0d3a9a0830417ca4720f99801f,319,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Google/Gmail/__schema__/v2.1.0/thread/reply.json,reply.json,source1,2025-11-29T05:22:52.295967,4,957,KEEP
7f88fc0d3a9a0830417ca4720f99801f,319,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Google/Gmail/__schema__/v2.1.0/message/send.json,send.json,source1,2025-11-29T05:22:52.294023,,,DELETE
7f88fc0d3a9a0830417ca4720f99801f,319,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Google/Gmail/__schema__/v2.1.0/message/reply.json,reply.json,source1,2025-11-29T05:22:52.293824,,,DELETE
7f88fc0d3a9a0830417ca4720f99801f,319,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Google/Gmail/__schema__/v2.1.0/message/removeLabels.json,removeLabels.json,source1,2025-11-29T05:22:52.293656,,,DELETE
8131af1c865d0d7b1ab476146b42f615,31058,/Users/steven/GitHub/06_development_tools/quality_tools/advanced_quality_improver.py.backup,advanced_quality_improver.py.backup,source1,2025-11-01T03:04:44.075897,2,31058,KEEP
8131af1c865d0d7b1ab476146b42f615,31058,/Users/steven/GitHub/00_shared_libraries/advanced_quality_improver.py.backup,advanced_quality_improver.py.backup,source1,2025-11-01T03:04:18.276872,,,DELETE
8142f321834ec4018a76af323ac2202f,4876,/Users/steven/GitHub/aider/aider/website/_posts/2023-11-06-benchmarks-1106.md,2023-11-06-benchmarks-1106.md,source1,2025-11-27T06:13:47.027605,2,4876,KEEP
8142f321834ec4018a76af323ac2202f,4876,/Users/steven/GitHub/aider/aider/website/docs/benchmarks-1106.md,benchmarks-1106.md,source1,2025-11-27T06:13:47.027605,,,DELETE
8167c25dea7b3523c7a7704f398d4d1a,2779,/Users/steven/GitHub/aider/aider/website/_posts/2023-11-06-benchmarks-speed-1106.md,2023-11-06-benchmarks-speed-1106.md,source1,2025-11-27T06:13:47.030616,2,2779,KEEP
8167c25dea7b3523c7a7704f398d4d1a,2779,/Users/steven/GitHub/aider/aider/website/docs/benchmarks-speed-1106.md,benchmarks-speed-1106.md,source1,2025-11-27T06:13:47.030616,,,DELETE
81d72a09ae839f7770d3679adb3311cb,6720,/Users/steven/GitHub/AvaTarArTs-Suite/media/image/organize_albums 9.py,organize_albums 9.py,source1,2025-11-01T03:06:49.002587,4,20160,KEEP
81d72a09ae839f7770d3679adb3311cb,6720,/Users/steven/GitHub/AvaTarArTs-Suite/dedup_backup_20251101_032137/media/image/organize_albums 8.py,organize_albums 8.py,source1,2025-11-01T03:06:49.001417,,,DELETE
81d72a09ae839f7770d3679adb3311cb,6720,/Users/steven/GitHub/AvaTarArTs-Suite/dedup_backup_20251101_032137/media/image/organize_albums 11.py,organize_albums 11.py,source1,2025-11-01T03:06:48.991141,,,DELETE
81d72a09ae839f7770d3679adb3311cb,6720,/Users/steven/GitHub/AvaTarArTs-Suite/dedup_backup_20251101_032137/media/image/organize_albums 10.py,organize_albums 10.py,source1,2025-11-01T03:06:48.989778,,,DELETE
8306bfc5d7fae8b0881ad6bf64656093,5646,/Users/steven/GitHub/AvaTarArTs-Suite/media/video/youtube_download.py,youtube_download.py,source1,2025-11-01T03:06:49.214905,3,11292,KEEP
8306bfc5d7fae8b0881ad6bf64656093,5646,/Users/steven/GitHub/AvaTarArTs-Suite/dedup_backup_20251101_032137/media/video/youtube_download 3.py,youtube_download 3.py,source1,2025-11-01T03:06:49.213827,,,DELETE
8306bfc5d7fae8b0881ad6bf64656093,5646,/Users/steven/GitHub/AvaTarArTs-Suite/dedup_backup_20251101_032137/media/video/youtube_download 2.py,youtube_download 2.py,source1,2025-11-01T03:06:49.213019,,,DELETE
830f3385aeefa17503cd4b702c74102d,721,/Users/steven/GitHub/AvaTarArTs-Suite/devtools/development_utilities/webm-mp3.sh,webm-mp3.sh,source1,2025-11-01T03:07:13.125746,2,721,KEEP
830f3385aeefa17503cd4b702c74102d,721,/Users/steven/GitHub/06_development_tools/development_utilities/webm-mp3.sh,webm-mp3.sh,source1,2025-11-01T03:04:44.063113,,,DELETE
837ee54c384626630299bdddc87fb485,9769,/Users/steven/GitHub/02_media_processing/image_tools/2leomotion.py.backup,2leomotion.py.backup,source1,2025-11-01T03:04:33.982791,3,19538,KEEP
837ee54c384626630299bdddc87fb485,9769,/Users/steven/GitHub/02_media_processing/image_tools/2leomotion 2.py.backup,2leomotion 2.py.backup,source1,2025-11-01T03:04:33.982423,,,DELETE
837ee54c384626630299bdddc87fb485,9769,/Users/steven/GitHub/02_media_processing/image_tools/2leomotion 1.py.backup,2leomotion 1.py.backup,source1,2025-11-01T03:04:33.981993,,,DELETE
83c34ef1bb172fa9c244b3866b13f3ea,538,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Google/Analytics/v2/helpers/Interfaces.ts,Interfaces.ts,source1,2025-11-29T05:22:52.225667,2,538,KEEP
83c34ef1bb172fa9c244b3866b13f3ea,538,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Google/Analytics/v1/Interfaces.ts,Interfaces.ts,source1,2025-11-29T05:22:52.223312,,,DELETE
83e94cb27b6eca17476aa658ede78b32,1584,/Users/steven/GitHub/n8n/packages/testing/playwright/workflows/Test_workflow_schema_test.json,Test_workflow_schema_test.json,source1,2025-11-29T05:22:53.466995,2,1584,KEEP
83e94cb27b6eca17476aa658ede78b32,1584,/Users/steven/GitHub/n8n/packages/testing/playwright/fixtures/Test_workflow_schema_test.json,Test_workflow_schema_test.json,source1,2025-11-29T05:22:53.313429,,,DELETE
83ed7c04b8eff6bac22e970c2c82f877,11843,/Users/steven/GitHub/AvaTarArTs-Suite/media/image/leonardo_script.py,leonardo_script.py,source1,2025-11-01T03:06:48.938903,3,23686,KEEP
83ed7c04b8eff6bac22e970c2c82f877,11843,/Users/steven/GitHub/AvaTarArTs-Suite/dedup_backup_20251101_032137/media/image/leonardo_script copy.py,leonardo_script copy.py,source1,2025-11-01T03:06:48.937948,,,DELETE
83ed7c04b8eff6bac22e970c2c82f877,11843,/Users/steven/GitHub/AvaTarArTs-Suite/dedup_backup_20251101_032137/media/image/leonardo_script copy 2.py,leonardo_script copy 2.py,source1,2025-11-01T03:06:48.937188,,,DELETE
84d34e0cc344e7dd5a3a6af5d8c68641,5176,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Aws/S3/V2/FolderDescription.ts,FolderDescription.ts,source1,2025-11-29T05:22:51.711968,2,5176,KEEP
84d34e0cc344e7dd5a3a6af5d8c68641,5176,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Aws/S3/V1/FolderDescription.ts,FolderDescription.ts,source1,2025-11-29T05:22:51.709553,,,DELETE
8557519019b73c1736f17ae775b13d91,30259,/Users/steven/GitHub/AvaTarArTs-Suite/dedup_backup_20251101_032137/devtools/quality_tools/focused_quality_analyzer.py,focused_quality_analyzer.py,source1,2025-11-01T03:07:13.171736,2,30259,KEEP
8557519019b73c1736f17ae775b13d91,30259,/Users/steven/GitHub/AvaTarArTs-Suite/core/shared_libs/focused_quality_analyzer.py,focused_quality_analyzer.py,source1,2025-11-01T03:06:46.189614,,,DELETE
8585ecd92a141c31afda6501e3124ee8,907,/Users/steven/GitHub/n8n/packages/@n8n/nodes-langchain/nodes/rerankers/RerankerCohere/cohere.dark.svg,cohere.dark.svg,source1,2025-11-29T05:22:50.202459,4,2721,KEEP
8585ecd92a141c31afda6501e3124ee8,907,/Users/steven/GitHub/n8n/packages/@n8n/nodes-langchain/nodes/llms/LmChatCohere/cohere.dark.svg,cohere.dark.svg,source1,2025-11-29T05:22:50.183061,,,DELETE
8585ecd92a141c31afda6501e3124ee8,907,/Users/steven/GitHub/n8n/packages/@n8n/nodes-langchain/nodes/llms/LMCohere/cohere.dark.svg,cohere.dark.svg,source1,2025-11-29T05:22:50.176060,,,DELETE
8585ecd92a141c31afda6501e3124ee8,907,/Users/steven/GitHub/n8n/packages/@n8n/nodes-langchain/nodes/embeddings/EmbeddingsCohere/cohere.dark.svg,cohere.dark.svg,source1,2025-11-29T05:22:50.167407,,,DELETE
85ce070fe2e86a43ec6761c1dec8cd52,1304,/Users/steven/GitHub/n8n/packages/@n8n/nodes-langchain/nodes/vendors/OpenAi/v2/actions/router.test.ts,router.test.ts,source1,2025-11-29T05:22:50.263618,2,1304,KEEP
85ce070fe2e86a43ec6761c1dec8cd52,1304,/Users/steven/GitHub/n8n/packages/@n8n/nodes-langchain/nodes/vendors/OpenAi/v1/actions/router.test.ts,router.test.ts,source1,2025-11-29T05:22:50.259895,,,DELETE
85fe4ab17b315c26df2292116065ea66,5596,/Users/steven/GitHub/05_data_management/file_organization/flake8.py.backup,flake8.py.backup,source1,2025-11-01T03:04:40.379479,2,5596,KEEP
85fe4ab17b315c26df2292116065ea66,5596,/Users/steven/GitHub/05_data_management/file_organization/category_flake8.py.backup,category_flake8.py.backup,source1,2025-11-01T03:04:40.373097,,,DELETE
869057c89e875a66c298e451ce298d5f,13408,/Users/steven/GitHub/AvaTarArTs-Suite/media/video/yt_upload.py,yt_upload.py,source1,2025-11-01T03:06:49.222210,3,26816,KEEP
869057c89e875a66c298e451ce298d5f,13408,/Users/steven/GitHub/AvaTarArTs-Suite/dedup_backup_20251101_032137/media/video/yt_upload 3.py,yt_upload 3.py,source1,2025-11-01T03:06:49.221406,,,DELETE
869057c89e875a66c298e451ce298d5f,13408,/Users/steven/GitHub/AvaTarArTs-Suite/dedup_backup_20251101_032137/media/video/yt_upload 2.py,yt_upload 2.py,source1,2025-11-01T03:06:49.220545,,,DELETE
8999d6b348bff09d67abe92713d51ce9,7009,/Users/steven/GitHub/02_media_processing/image_tools/imgmp4.py.backup,imgmp4.py.backup,source1,2025-11-01T03:04:34.101069,2,7009,KEEP
8999d6b348bff09d67abe92713d51ce9,7009,/Users/steven/GitHub/02_media_processing/image_tools/imgmp4 copy.py.backup,imgmp4 copy.py.backup,source1,2025-11-01T03:04:34.100508,,,DELETE
8a58fc5d9ffbf4b77c852c524465f153,4498,/Users/steven/GitHub/06_development_tools/development_utilities/config_20250430201612.py.backup,config_20250430201612.py.backup,source1,2025-11-01T03:04:44.019444,2,4498,KEEP
8a58fc5d9ffbf4b77c852c524465f153,4498,/Users/steven/GitHub/06_development_tools/development_utilities/config_20250430201608.py.backup,config_20250430201608.py.backup,source1,2025-11-01T03:04:44.018871,,,DELETE
8c630c684b25776aebd6441ff5ebc764,10140,/Users/steven/GitHub/02_media_processing/video_tools/yt.py.backup,yt.py.backup,source1,2025-11-01T03:04:34.296257,3,20280,KEEP
8c630c684b25776aebd6441ff5ebc764,10140,/Users/steven/GitHub/02_media_processing/video_tools/yt 3.py.backup,yt 3.py.backup,source1,2025-11-01T03:04:34.294280,,,DELETE
8c630c684b25776aebd6441ff5ebc764,10140,/Users/steven/GitHub/02_media_processing/video_tools/yt 2.py.backup,yt 2.py.backup,source1,2025-11-01T03:04:34.293667,,,DELETE
8c7bb8116430155b98882c52b67c7848,3963,/Users/steven/GitHub/mkdocs-material/src/utilities/filter/__init__.py,__init__.py,source1,2025-11-29T07:58:56.029429,2,3963,KEEP
8c7bb8116430155b98882c52b67c7848,3963,/Users/steven/GitHub/mkdocs-material/material/utilities/filter/__init__.py,__init__.py,source1,2025-11-29T07:58:55.943981,,,DELETE
8da81211826ab81e9e8babc9ebc20882,1349,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Microsoft/Outlook/__schema__/v2.0.0/calendar/get.json,get.json,source1,2025-11-29T05:22:52.564218,2,1349,KEEP
8da81211826ab81e9e8babc9ebc20882,1349,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Microsoft/Outlook/__schema__/v2.0.0/calendar/create.json,create.json,source1,2025-11-29T05:22:52.563944,,,DELETE
8de97cc95c2013373ea1bcee3e9b5bb9,1328,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Github/github.svg,github.svg,source1,2025-11-29T05:22:52.211010,2,1328,KEEP
8de97cc95c2013373ea1bcee3e9b5bb9,1328,/Users/steven/GitHub/n8n/packages/@n8n/node-cli/src/template/templates/declarative/github-issues/template/icons/github.svg,github.svg,source1,2025-11-29T05:22:50.120996,,,DELETE
8e0071d57dde027975a44dbeb6352f59,56,/Users/steven/GitHub/n8n/packages/@n8n/extension-sdk/src/frontend/index.ts,index.ts,source1,2025-11-29T05:22:50.103557,2,56,KEEP
8e0071d57dde027975a44dbeb6352f59,56,/Users/steven/GitHub/n8n/packages/@n8n/extension-sdk/src/backend/index.ts,index.ts,source1,2025-11-29T05:22:50.103204,,,DELETE
8e366d9207d171bc19a81e81df5342cd,6855,/Users/steven/GitHub/02_media_processing/image_tools/8mb.py.backup,8mb.py.backup,source1,2025-11-01T03:04:33.984194,2,6855,KEEP
8e366d9207d171bc19a81e81df5342cd,6855,/Users/steven/GitHub/02_media_processing/image_tools/8mb (2).py.backup,8mb (2).py.backup,source1,2025-11-01T03:04:33.983884,,,DELETE
8fa21fddea186999cede0e2656d36215,1073,/Users/steven/GitHub/mkdocs-material/src/plugins/info/patterns.py,patterns.py,source1,2025-11-29T07:58:55.958685,2,1073,KEEP
8fa21fddea186999cede0e2656d36215,1073,/Users/steven/GitHub/mkdocs-material/material/plugins/info/patterns.py,patterns.py,source1,2025-11-29T07:58:53.688778,,,DELETE
90cc69480aa4ad023271e5b81089879b,301,/Users/steven/GitHub/n8n/packages/frontend/@n8n/stores/tsconfig.json,tsconfig.json,source1,2025-11-29T05:22:50.835249,3,602,KEEP
90cc69480aa4ad023271e5b81089879b,301,/Users/steven/GitHub/n8n/packages/frontend/@n8n/composables/tsconfig.json,tsconfig.json,source1,2025-11-29T05:22:50.628339,,,DELETE
90cc69480aa4ad023271e5b81089879b,301,/Users/steven/GitHub/n8n/packages/@n8n/utils/tsconfig.json,tsconfig.json,source1,2025-11-29T05:22:50.325594,,,DELETE
90f7af39a63c4fdd34435d0aac4f4b90,4521,/Users/steven/GitHub/02_media_processing/audio_tools/config_20241213005737.py.backup,config_20241213005737.py.backup,source1,2025-11-01T03:04:33.947288,2,4521,KEEP
90f7af39a63c4fdd34435d0aac4f4b90,4521,/Users/steven/GitHub/02_media_processing/audio_tools/config_20241213005714.py.backup,config_20241213005714.py.backup,source1,2025-11-01T03:04:33.946971,,,DELETE
927cdfc2606808b4db97d8cb46dc2613,1812,/Users/steven/GitHub/n8n/packages/@n8n/node-cli/src/template/templates/programmatic/example/template/README.md,README.md,source1,2025-11-29T05:22:50.123785,2,1812,KEEP
927cdfc2606808b4db97d8cb46dc2613,1812,/Users/steven/GitHub/n8n/packages/@n8n/node-cli/src/template/templates/declarative/custom/template/README.md,README.md,source1,2025-11-29T05:22:50.118241,,,DELETE
93073904d06b22cb459b86e49525bc4a,3510,/Users/steven/GitHub/n8n/packages/@n8n/nodes-langchain/nodes/vendors/OpenAi/v2/actions/audio/generate.operation.ts,generate.operation.ts,source1,2025-11-29T05:22:50.260889,2,3510,KEEP
93073904d06b22cb459b86e49525bc4a,3510,/Users/steven/GitHub/n8n/packages/@n8n/nodes-langchain/nodes/vendors/OpenAi/v1/actions/audio/generate.operation.ts,generate.operation.ts,source1,2025-11-29T05:22:50.258058,,,DELETE
93aebcfa2a63d05e0ecccf98e5cb3d23,126,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Shopify/__schema__/v1.0.0/order/get.json,get.json,source1,2025-11-29T05:22:52.957550,5,504,KEEP
93aebcfa2a63d05e0ecccf98e5cb3d23,126,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Odoo/__schema__/v1.0.0/opportunity/create.json,create.json,source1,2025-11-29T05:22:52.733969,,,DELETE
93aebcfa2a63d05e0ecccf98e5cb3d23,126,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Odoo/__schema__/v1.0.0/custom/create.json,create.json,source1,2025-11-29T05:22:52.732556,,,DELETE
93aebcfa2a63d05e0ecccf98e5cb3d23,126,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Odoo/__schema__/v1.0.0/contact/create.json,create.json,source1,2025-11-29T05:22:52.731665,,,DELETE
93aebcfa2a63d05e0ecccf98e5cb3d23,126,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Brevo/__schema__/v1.0.0/contact/create.json,create.json,source1,2025-11-29T05:22:51.759557,,,DELETE
94f821c4ffee249b9472e5bbeb816c01,245,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Mandrill/__schema__/v1.0.0/message/sendTemplate.json,sendTemplate.json,source1,2025-11-29T05:22:52.478864,2,245,KEEP
94f821c4ffee249b9472e5bbeb816c01,245,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Mandrill/__schema__/v1.0.0/message/sendHtml.json,sendHtml.json,source1,2025-11-29T05:22:52.478690,,,DELETE
961dad8a7cc7c7b875c5a76c154254f6,13296847,/Users/steven/GitHub/AvaTarArTs-Suite/utilities/system/cleanup/image_data-09-05-12-29.csv,image_data-09-05-12-29.csv,source1,2025-11-01T03:06:52.982759,2,13296847,KEEP
961dad8a7cc7c7b875c5a76c154254f6,13296847,/Users/steven/GitHub/AvaTarArTs-Suite/utilities/system/cleanup/image_data-09-05-12-31.csv,image_data-09-05-12-31.csv,source1,2025-11-01T03:06:52.962089,,,DELETE
96aefa586099bf47f23543c56c84750c,3663,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Calendly/calendly.svg,calendly.svg,source1,2025-11-29T05:22:51.764278,2,3663,KEEP
96aefa586099bf47f23543c56c84750c,3663,/Users/steven/GitHub/n8n/packages/nodes-base/credentials/icons/Calendly.svg,Calendly.svg,source1,2025-11-29T05:22:51.608994,,,DELETE
9761c4ab429efd9119c25c786f79ead5,4429,/Users/steven/GitHub/mkdocs-material/src/plugins/tags/structure/listing/manager/toc.py,toc.py,source1,2025-11-29T07:58:55.968838,2,4429,KEEP
9761c4ab429efd9119c25c786f79ead5,4429,/Users/steven/GitHub/mkdocs-material/material/plugins/tags/structure/listing/manager/toc.py,toc.py,source1,2025-11-29T07:58:53.697222,,,DELETE
984e2263bb282b277006442be503e4e0,7910,/Users/steven/GitHub/AvaTarArTs-Suite/media/image/motion-upload 3.py,motion-upload 3.py,source1,2025-11-01T03:06:48.974996,2,7910,KEEP
984e2263bb282b277006442be503e4e0,7910,/Users/steven/GitHub/AvaTarArTs-Suite/dedup_backup_20251101_032137/media/image/motion-upload (1).py,motion-upload (1).py,source1,2025-11-01T03:06:48.972658,,,DELETE
995f91db50883b30c86adc0c167baa96,1804,/Users/steven/GitHub/n8n/packages/@n8n/nodes-langchain/nodes/vector_store/VectorStorePineconeLoad/pinecone.svg,pinecone.svg,source1,2025-11-29T05:22:50.225039,2,1804,KEEP
